Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
cutaneous,08.03.2021,2021,authorised,approved,22.04.2022,2022,Diseases of the skin; Congenital malformations and chromosomal abnormalities,filsuvez-epar-public-assessment-report_en.pdf,Other,Filsuvez,Treatment to achieve accelerated healing of wounds associated with dystrophic and junctional epidermolysis bullosa (EB) in patients from birth onwards.,<Epidermolysis Bullosa>,yes,Treatment to achieve accelerated healing of wounds associated with dystrophic and junctional epidermolysis bullosa (EB) in patients from birth onwards.,<Epidermolysis Bullosa>,Amryt Pharmaceuticals DAC,Amryt,EMA/260035/2022,birch bark extract,no,yes,gel,EMEA/H/C/005035/0000,NA
intramuscular,03.06.2024,2024,authorised,approved,17.10.2024,2024,Infectious and parasitic diseases,flucelvax-epar-public-assessment-report_en.pdf,Vaccine,Flucelvax,Prophylaxis of influenza in adults and children from 2 years of age.,<Influenza>,no,Prophylaxis of influenza in adults and children from 2 years of age.,<Influenza>,Seqirus Netherlands B.V.,Seqirus,EMA/511525/2024,"influenza vaccine (surface antigen, inactivated, prepared in cell cultures)",no,no,sterile suspension for intramuscular injection,EMEA/H/C/006532/0000,NA
subcutaneous,02.11.2007,2007,authorised,approved,20.11.2008,2008,Diseases of the blood and blood-forming organs,nplate-epar-public-assessment-report_en.pdf,Biologics,Nplate,"Romiplostim is indicated for adult chronic immune (idiopathic) thrombocytopenic purpura (ITP) splenectomised patients who are refractory to other treatments (e.g. corticosteroids, immunoglobulins). Romiplostim may be considered as second line treatment for adult non-splenectomised patients where surgery is contra-indicated.","<Thrombocytopenic Purpura, Idiopathic>",no,Treatment of thrombocytopenia in adult patients with chronic immune (idiopathic) thrombocytopenic purpura (ITP),"<Thrombocytopenia>; <Purpura, Thrombocytopenic, Idiopathic>",Amgen Europe B.V.,Amgen,EMA/654269/2008,Romiplostim,no,yes,powder for solution for injection,EMEA/H/C/942,NA
oral,09.09.2022,2022,authorised,approved,14.09.2023,2023,Neoplasms; Diseases of the nervous system,finlee-epar-public-assessment-report_en.pdf,Small molecule,Finlee,Low-grade glioma (LGG) and High-grade glioma (HGG) in paediatric patients with BRAF V600E mutation,<Glioma>,no,Low-grade glioma (LGG) and High-grade glioma (HGG) in paediatric patients with BRAF V600E mutation,<Low-Grade Glioma>; <Glioma>,Novartis Europharm Limited,Novartis,EMA/443504/2023,dabrafenib,yes,yes,dispersible tablet,EMEA/H/C/005885/0000,Not reported
Not reported,Not reported,Not reported,withdrawn,approved,Not reported,Not reported,Neoplasms,ytracis-epar-scientific-discussion_en.pdf,Other,Ytracis,Radiolabelling of carrier molecules for radiotherapeutical applications,Not Reported,no,Radiolabelling of carrier molecules for radiotherapeutical applications,Not Reported,CIS bio international,CIS,Not reported,Yttrium-90 chloride,yes,no,solution for injection,Not reported,Not reported
intravenous,22.01.2015,2015,authorised,approved,24.09.2015,2015,Neoplasms; Diseases of the blood and blood-forming organs,kyprolis-epar-public-assessment-report_en.pdf,Peptides and proteins,Kyprolis,in combination with lenalidomide and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior therapy,<Multiple Myeloma>,no,in combination with lenalidomide and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior therapy,<Multiple Myeloma>,Amgen Europe B.V.,Amgen,EMA/670306/2015,Carfilzomib,no,yes,powder for solution for infusion,EMEA/H/C/003790/0000,NA
subcutaneous,31.08.2022,2022,authorised,approved,14.09.2023,2023,Diseases of the nervous system,zilbrysq-epar-public-assessment-report_en.pdf,Peptides and proteins,Zilbrysq,treatment of generalised myasthenia gravis (gMG) in adult patients who are anti-acetylcholine receptor (AChR) antibody positive and require treatment in addition to steroids or non-steroidal immunosuppressants,<Myasthenia Gravis>,no,treatment of generalised myasthenia gravis (gMG) in adult patients who are anti-acetylcholine receptor (AChR) antibody positive and require treatment in addition to steroids or non-steroidal immunosuppressants,<Myasthenia Gravis>,UCB Pharma S.A.,UCB,EMA/439661/2023,Zilucoplan,no,yes,solution for injection,EMEA/H/C/005450/0000,NA
intravenous,29.07.2017,2017,authorised,approved,22.06.2018,2018,Neoplasms; Diseases of the blood and blood-forming organs,yescarta-epar-public-assessment-report_en.pdf,Cell and gene therapy,YESCARTA,"treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL) and primary mediastinal large B-cell lymphoma, after two or more lines of systemic therapy",<Diffuse Large B-Cell Lymphoma>; <Primary Mediastinal Large B-Cell Lymphoma>,no,"treatment of adult patients with relapsed/refractory diffuse large B-cell lymphoma (DLBCL), primary mediastinal B-cell lymphoma (PMBCL), and transformed follicular lymphoma (TFL) who are ineligible for autologous stem cell transplant (ASCT)",<Diffuse Large B-Cell Lymphoma>; <Primary Mediastinal B-Cell Lymphoma>; <Follicular Lymphoma>,Kite Pharma EU B.V.,Kite,EMA/481168/2018,axicabtagene ciloleucel,yes,yes,dispersion of cells for infusion,EMEA/H/C/004480/0000,Not reported
Oral,23.10.2020,2020,authorised,approved,27.01.2022,2022,"Endocrine, nutritional, and metabolic diseases",vildagliptin-metformin-hydrochloride-accord-epar-public-assessment-report_en.pdf,Small molecule,Vildagliptin/Metformin hydrochloride Accord,Indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus.,<Type 2 Diabetes Mellitus>,no,Indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus.,<Type 2 Diabetes Mellitus>,Accord Healthcare S.L.U.,Accord,EMA/246681/2022,vildagliptin / metformin hydrochloride,yes,no,Film-coated tablet,EMEA/H/C/005738/0000,NA
Oral,09.06.2014,2014,authorised,approved,23.04.2015,2015,Mental and behavioural disorders,aripiprazole-pharmathen-epar-public-assessment-report_en.pdf,Small molecule,Aripiprazole Pharmathen,Treatment of schizophrenia in adults and in adolescents aged 15 years and older; Treatment of moderate to severe manic episodes in Bipolar I Disorder and prevention of a new manic episode in adults who experienced predominantly manic episodes and whose manic episodes responded to aripiprazole treatment; Treatment up to 12 weeks of moderate to severe manic episodes in Bipolar I Disorder in adolescents aged 13 years and older,<Schizophrenia>; <Bipolar Disorder>,no,Treatment of schizophrenia in adults and in adolescents aged 15 years and older; Treatment of moderate to severe manic episodes in Bipolar I Disorder and prevention of a new manic episode in adults who experienced predominantly manic episodes and whose manic episodes responded to aripiprazole treatment; Treatment up to 12 weeks of moderate to severe manic episodes in Bipolar I Disorder in adolescents aged 13 years and older,<Schizophrenia>; <Bipolar Disorder>,Pharmathen S.A.,Pharmathen,EMA/CHMP/747323/2015,aripiprazole,yes,no,Tablet,EMEA/H/C/003803/0000,Not reported
oral,29.09.2010,2010,authorised,approved,22.09.2011,2011,Diseases of the circulatory system,edarbi-epar-public-assessment-report_en.pdf,Small molecule,Edarbi,treatment of essential hypertension in adults,<Hypertension>,no,treatment of essential hypertension in adults,<Hypertension>,Takeda Global Research and Development Centre (Europe) Ltd.,Takeda,Not reported,azilsartan medoxomil,no,no,tablet,EMEA/H/C/002293,NA
Oral,02.10.2013,2013,authorised,approved,25.09.2014,2014,Infectious and parasitic diseases,rezolsta-epar-public-assessment-report_en.pdf,Small molecule,Rezolsta,Treatment of HIV-1 infection in adults aged 18 years or older in combination with other antiretroviral medicinal products.,<HIV Infections>,no,Treatment of HIV-1 infection in adults aged 18 years or older in combination with other antiretroviral medicinal products.,<HIV Infections>,Janssen-Cilag International N.V.,Janssen-Cilag,EMA/669488/2014,darunavir / cobicistat,no,no,Film-coated tablet,EMEA/H/C/002819/0000,NA
intravenous,14.09.2020,2020,authorised,approved,16.09.2021,2021,Infectious and parasitic diseases,artesunate-amivas-epar-public-assessment-report_en.pdf,Small molecule,Artesunate Amivas,Initial treatment of severe malaria in adults and children,<Malaria>,no,Initial treatment of severe malaria in adults and children,<Malaria>,Amivas Ireland Ltd,Amivas,EMA/584728/2021,artesunate,no,yes,powder and solvent for solution for injection,EMEA/H/C/005550/0000,NA
oral,06.05.2010,2010,authorised,approved,21.07.2011,2011,"Endocrine, nutritional, and metabolic diseases",plenadren-epar-public-assessment-report_en.pdf,Small molecule,Plenadren,Treatment of adrenal insufficiency in adults.,<Adrenal Insufficiency>,no,Treatment of adrenal insufficiency in adults.,<Adrenal Insufficiency>,DuoCort Pharma AB,DuoCort,EMA/CHMP/424438/2011,hydrocortisone,yes,yes,modified-release tablet,EMEA/H/C/2185,Not reported
Oral,24.08.2022,2022,authorised,approved,12.10.2023,2023,"Endocrine, nutritional, and metabolic diseases",veoza-epar-public-assessment-report_en.pdf,Small molecule,Veoza,Treatment of moderate to severe vasomotor symptoms associated with menopause,<Hot Flashes>,no,Treatment of moderate to severe vasomotor symptoms associated with menopause,<Menopause>,Astellas Pharma Europe B.V.,Astellas,EMA/528775/2023,Fezolinetant,no,no,Film-coated tablet,EMEA/H/C/005851/0000,NA
intravenous,23.12.2020,2020,authorised,approved,14.10.2021,2021,Neoplasms; Diseases of the respiratory system,rybrevant-epar-public-assessment-report_en.pdf,Biologics,Rybrevant,"Rybrevant as monotherapy is indicated for treatment of adult patients with advanced non-small cell lung cancer (NSCLC) with activating epidermal growth factor receptor (EGFR) Exon 20 insertion mutations, after failure of platinum-based therapy.",<Non-Small Cell Lung Cancer>,no,"Rybrevant as monotherapy is indicated for treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating epidermal growth factor receptor (EGFR) Exon 20 insertion mutations, after failure of platinum-based chemotherapy.",<Non-Small Cell Lung Cancer>,Janssen-Cilag International N.V.,Janssen-Cilag,EMA/629045/2021,amivantamab,no,no,concentrate for solution for infusion,EMEA/H/C/005454/0000,NA
oral,05.12.2008,2008,authorised,approved,23.07.2009,2009,Infectious and parasitic diseases,lamivudine-teva-epar-public-assessment-report_en.pdf,Small molecule,Lamivudine Teva,"treatment of chronic hepatitis B in adults with compensated liver disease with evidence of active viral replication, persistently elevated serum alanine aminotransferase (ALT) levels and histological evidence of active liver inflammation and/or fibrosis; decompensated liver disease.",<Chronic Hepatitis B>; <Liver Diseases>,no,"treatment of chronic hepatitis B in adults with compensated liver disease with evidence of active viral replication, persistently elevated serum alanine aminotransferase (ALT) levels and histological evidence of active liver inflammation and/or fibrosis; decompensated liver disease.",<Chronic Hepatitis B>; <Liver Diseases>,Teva Pharma B.V.,Teva,EMA/640728/2009,lamivudine,yes,no,film-coated tablet,EMEA/H/C/001113,NA
intrathecal,31.10.2022,2022,authorised,approved,22.02.2024,2024,Diseases of the nervous system,qalsody-epar-public-assessment-report_en.pdf,Other,Qalsody,"treatment of adults with amyotrophic lateral sclerosis (ALS), associated with a mutation in the superoxide dismutase 1 (SOD1) gene",<Amyotrophic Lateral Sclerosis>,no,"treatment of adults with amyotrophic lateral sclerosis (ALS), associated with a mutation in the superoxide dismutase 1 (SOD1) gene",<Amyotrophic Lateral Sclerosis>,Biogen Netherlands B.V.,Biogen,EMA/276404/2024,tofersen,no,yes,solution for intrathecal injection,EMEA/H/C/005493/0000,NA
oral,07.02.2019,2019,authorised,approved,19.09.2019,2019,Neoplasms; Diseases of the blood and blood-forming organs,xospata-epar-public-assessment-report_en.pdf,Small molecule,XOSPATA,treatment of adult patients who have relapsed or refractory acute myeloid leukaemia (AML) with a FLT3 mutation,"<Leukemia, Myeloid, Acute>",no,treatment of adult patients who have relapsed or refractory (R/R) acute myeloid leukemia (AML) with a FMS-like tyrosine kinase 3 (FLT3) mutation,"<Leukemia, Myeloid, Acute>",Astellas Pharma Europe B.V.,Astellas,EMA/545585/2019,gilteritinib,no,yes,film-coated tablet,EMEA/H/C/004752/0000,NA
cutaneous,17.07.2023,2023,authorised,approved,25.07.2024,2024,Diseases of the skin,anzupgo-epar-public-assessment-report_en.pdf,Small molecule,Anzupgo,"treatment of moderate to severe chronic hand eczema (CHE) in adults who have had an inadequate response to, or for whom topical corticosteroids are not advisable",<Hand Dermatoses>,no,"treatment of moderate to severe chronic hand eczema (CHE) in adults who have had an inadequate response to, or for whom topical corticosteroids are not advisable",<Eczema>,LEO Pharma A/S,LEO,EMA/372390/2024,delgocitinib,no,no,cream,EMEA/H/C/006109/0000,NA
intravenous,01.12.2016,2016,authorised,approved,22.02.2018,2018,Neoplasms; Diseases of the blood and blood-forming organs,mylotarg-epar-public-assessment-report_en.pdf,Biologics,Mylotarg,"for combination therapy with daunorubicin (DNR) and cytarabine (AraC) for the treatment of patients age 15 years and above with previously untreated, de novo CD33-positive acute myeloid leukaemia (AML), except acute promyelocytic leukaemia (APL)","<Leukemia, Myeloid, Acute>",no,"for combination therapy with daunorubicin (DNR) and cytarabine (AraC) for the treatment of adult patients with previously untreated, de novo acute myeloid leukaemia (AML)","<Leukemia, Myeloid, Acute>",Pfizer Limited,Pfizer,EMA/155284/2018,gemtuzumab ozogamicin,no,yes,powder for concentrate for solution for infusion,EMEA/H/C/004204/0000,NA
oral,25.10.2011,2011,authorised,approved,20.09.2012,2012,Neoplasms; Diseases of the digestive system,capecitabine-medac-epar-public-assessment-report_en.pdf,Small molecule,Capecitabine Medac,Capecitabine is indicated for the adjuvant treatment of patients following surgery of stage III (Dukes’ stage C) colon cancer; treatment of metastatic colorectal cancer; first-line treatment of advanced gastric cancer in combination with a platinum based regimen; treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy.,<Colon Cancer>; <Colorectal Neoplasms>; <Stomach Neoplasms>; <Breast Neoplasms>,no,Capecitabine is indicated for the adjuvant treatment of patients following surgery of stage III (Dukes’ stage C) colon cancer; treatment of metastatic colorectal cancer; first-line treatment of advanced gastric cancer in combination with a platinum based regimen; treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy.,<Colonic Neoplasms>; <Colorectal Neoplasms>; <Stomach Neoplasms>; <Breast Neoplasms>,medac Gesellschaft für klinische Spezialpräparate mbH,medac,EMA/711212/2012,capecitabine,yes,no,film-coated tablets,EMEA/H/C/002568,Not reported
oral,25.11.2014,2014,authorised,approved,28.04.2016,2016,Diseases of the nervous system,ongentys-epar-public-assessment-report_en.pdf,Small molecule,Ongentys,adjunctive therapy to preparations of levodopa/benserazide or levodopa/carbidopa in adult patients with Parkinson’s disease and motor fluctuations,<Parkinson Disease>,no,adjunctive therapy to preparations of levodopa/benserazide or levodopa/carbidopa in adult patients with Parkinson’s disease and motor fluctuations,<Parkinson Disease>,"Bial - Portela & Cª, S.A.",Bial,EMA/343011/2016,opicapone,no,no,hard capsules,EMEA/H/C/002790/0000,NA
