Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
Subcutaneous,01.2024,2024,authorised,approved,06.11.2024,2024,Diseases of the musculoskeletal system and connective tissue,auspar-eladynos-250218.pdf,Peptides and proteins,Eladynos,For the treatment of osteoporosis in postmenopausal women at increased risk of fracture.,<Osteoporosis>,no,For the treatment of osteoporosis in postmenopausal women at increased risk of fracture.,<Osteoporosis>,Theramex Australia Pty Ltd,Theramex,430937,Abaloparatide,no,no,Solution for injection,PM-2023-05942-1-5,NA
Subcutaneous,Not reported,Not reported,authorised,approved,07.08.2014,2014,Diseases of the musculoskeletal system and connective tissue,auspar-canakinumab-141125.pdf,Biologics,Ilaris,treatment of active Systemic Juvenile Idiopathic Arthritis (sJIA) in patients aged 2 years or older,<Systemic Juvenile Idiopathic Arthritis>,yes,treatment of active Systemic Juvenile Idiopathic Arthritis (sJIA) in patients 2 years and older,<Systemic Juvenile Idiopathic Arthritis>,Novartis Pharmaceuticals Australia Pty Ltd,Novartis,159573 and 187078,Canakinumab,yes,yes,Powder for injection,PM-2013-01501-1-3,Not reported
Intramuscular,Not reported,Not reported,authorised,approved,20.07.2010,2010,Mental and behavioural disorders,auspar-invega-sustenna.pdf,Small molecule,Invega Sustenna,Acute and maintenance treatment of schizophrenia in adults,<Schizophrenia>,no,Acute and maintenance treatment of schizophrenia in adults,<Schizophrenia>,Janssen-Cilag Australia Pty Ltd,Janssen-Cilag,"160856, 160857, 160858, 160859, 160860",Paliperidone palmitate,no,no,Injectable solution,PM-2009-00926-3-1,NA
Topical,18.08.2022,2022,authorised,approved,19.09.2023,2023,Diseases of the skin; Neoplasms,auspar-onakta-240830.pdf,Small molecule,Onakta,"Topical field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.",<Actinic Keratosis>,no,Topical field treatment of actinic keratosis of the face or scalp in adults.,<Actinic Keratosis>,Seqirus Pty Ltd,Seqirus,391198,Tirbanibulin,no,no,Ointment,PM-2022-02492-1-1,NA
Intravenous,Not reported,Not reported,authorised,approved,22.09.2010,2010,Diseases of the circulatory system,auspar-actilyse.pdf,Biologics,Actilyse,Thrombolytic treatment of acute ischaemic stroke. Treatment must be started as early as possible within 4.5 hours after onset of stroke symptoms and after exclusion of intracranial haemorrhage by appropriate imaging techniques.,<Ischemic Stroke>,yes,Thrombolytic treatment of acute ischaemic stroke with an extended treatment window from 0-3 hours to 0-4.5 hours after onset of symptoms.,"<Stroke, Ischemic>",Boehringer Ingelheim Pty Ltd,Boehringer Ingelheim,"64240 (10 mg), 43375 (20 mg), 17905 (50 mg)",Alteplase,yes,no,Powder for reconstitution for injection,PM-2009-2549-3-3,Not reported
Intravenous,31.08.2016,2016,authorised,approved,19.07.2017,2017,Neoplasms; Diseases of the blood and blood-forming organs,auspar-blinatumomab-180205.pdf,Biologics,Blincyto,Treatment of Philadelphia chromosome-negative relapsed or refractory B-cell precursor acute lymphoblastic leukaemia (ALL),<Precursor B-Cell Lymphoblastic Leukemia-Lymphoma>,yes,Treatment of paediatric patients with Philadelphia chromosome-negative relapsed or refractory B-cell precursor acute lymphoblastic leukaemia (ALL),<Precursor B-Cell Lymphoblastic Leukemia-Lymphoma>,Amgen Australia Pty Ltd,Amgen,232805,Blinatumomab,yes,yes,Powder for injection,PM-2016-01898-1-4,Not reported
Infusion,31.03.2022,2022,authorised,approved,17.02.2023,2023,Neoplasms; Diseases of the respiratory system,auspar-opdivo-240903.pdf,Biologics,Opdivo,Neoadjuvant treatment of patients with resectable non-small cell lung cancer (NSCLC),<Lung Neoplasms>,yes,Neoadjuvant treatment of patients with resectable non-small cell lung cancer (NSCLC),<Non-Small Cell Lung Carcinoma>,Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,"231867, 231868, 318057",Nivolumab,yes,no,Concentrate for solution for infusion,PM-2022-00374-1-4,Not reported
Oral,Not reported,Not reported,NA,withdrawn,20.12.2012,2012,"Endocrine, nutritional, and metabolic diseases",auspar-saxagliptin-120625.pdf,Small molecule,Onglyza,NA,Not Reported,yes,Type II Diabetes mellitus in patients with renal impairment,"<Diabetes Mellitus, Type 2>",Bristol-Myers Squibb/AstraZeneca,Bristol-Myers Squibb,Not reported,Saxagliptin,yes,no,Tablet,PM-2010-03800-3-5,Not reported
Oral; intravenous,Not reported,Not reported,authorised,approved,24.06.2016,2016,Infectious and parasitic diseases,auspar-voriconazole-170629.pdf,Small molecule,Vorcon,"Invasive aspergillosis. Serious Candida infections (including C.krusei), including oesophageal and systemic Candida infections (hepatosplenic candidiasis, disseminated candidiasis, candidaemia). Serious fungal infections caused by Scedosporium spp and Fusarium spp. Other serious fungal infections, in patients intolerant of, or refractory to, other therapy. Prophylaxis in patients who are at risk of developing invasive fungal infections.",<Aspergillosis>; <Candidiasis>; <Esophageal Candidiasis>; <Candidemia>; <Fungal Infections>,no,"Serious Candida infections (including C. krusei), including oesophageal and systemic Candida infections (hepatosplenic candidiasis, disseminated candidiasis, candidaemia). Serious fungal infections caused by Scedosporium spp and Fusarium spp. Other serious fungal infections, in patients intolerant of, or refractory to, other therapy. Prophylaxis in patients who are at high risk of developing invasive fungal infections.",<Candidiasis>; <Candidemia>; <Fungal Infections>,Aspen Pharma Pty Ltd,Aspen,"235934, 235933, 235932",Voriconazole,yes,no,Tablet and powder for injection,PM-2015-00409-1-2,Not reported
Oral,27.08.2021,2021,authorised (under additional monitoring),approved,14.07.2022,2022,Neoplasms; Diseases of the blood and blood-forming organs,auspar-scemblix-230406.pdf,Small molecule,Scemblix,Philadelphia chromosome-positive chronic myeloid leukaemia (Ph+ CML) in chronic phase (CP) previously treated with two or more tyrosine kinase inhibitors; Ph+ CML in CP with the T315I mutation.,"<Leukemia, Myelogenous, Chronic, BCR-ABL Positive>",no,For the treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukaemia (Ph+ CML) in chronic phase (CP) previously treated with two or more tyrosine kinase inhibitors.,"<Leukemia, Myelogenous, Chronic, BCR-ABL Positive>",Novartis Pharmaceuticals Australia Pty Ltd,Novartis,"371018, 371019",Asciminib,no,yes,Film coated tablet,PM-2021-03048-1-6,NA
Intramuscular,Not reported,Not reported,Withdrawn,Withdrawn,03.09.2015,2015,Infectious and parasitic diseases,auspar-purified-antigen-fractions-of-inactivated-split-virion-a-indonesia-05-2005-h5n1-as03-adjuvanted-151223.pdf,Vaccine,Prepandrix,NA,Not Reported,No,Prophylaxis of influenza caused by the H5N1 strain with a pandemic potential,<Influenza>,GlaxoSmithKline Australia Pty Ltd,GlaxoSmithKline,Not reported,"Purified antigen fractions of inactivated split virion A/Indonesia/05/2005 (H5N1), AS03 adjuvanted",Yes,No,Antigen as suspension and adjuvant as emulsion in separate vials,PM‐2013‐04610‐1‐2,Not reported
Intrathecal,04.01.2017,2017,authorised,approved,02.11.2017,2017,Diseases of the nervous system,auspar-nusinersen-heptadecasodium-180813.pdf,Other,Spinraza,Spinraza is indicated for the treatment of 5q Spinal Muscular Atrophy (SMA).,<Spinal Muscular Atrophy>,no,Spinraza is indicated for the treatment of Spinal Muscular Atrophy (SMA).,<Spinal Muscular Atrophy>,Biogen Australia Pty Ltd,Biogen,282522,Nusinersen,no,yes,Solution for injection,PM-2016-04042-1-3,NA
Oral,Not reported,Not reported,authorised,approved,21.12.2011,2011,Neoplasms; Diseases of the respiratory system,auspar-vinorelbine-120530-01.pdf,Small molecule,Navelbine,First line treatment of advanced non-small cell lung cancer as a single agent or in combination; treatment of advanced breast cancer after failure of standard therapy as a single agent or in combination,<Non-Small Cell Lung Carcinoma>; <Breast Neoplasms>,yes,Treatment of advanced breast cancer as a single agent or in combination after standard therapy,<Breast Neoplasms>,Pierre Fabre Medicament Australia Pty Ltd,Pierre Fabre,"99498, 99558, 99561 and 99564",Vinorelbine,yes,no,Soft capsule,PM-2010-03252-3-4,Not reported
Oral,01.08.2022,2022,authorised,approved,14.11.2023,2023,Diseases of the nervous system,auspar-aquipta-240620.pdf,Small molecule,AQUIPTA,prophylaxis of migraine in adults who have at least four migraine days per month,<Migraine Disorders>,no,prophylaxis of migraine in adults who have at least four migraine days per month,<Migraine Disorders>,Abbvie Pty Ltd,Abbvie,"291361, 421965, 391362",Atogepant,no,no,Tablet,PM-2022-02486-1-1,NA
Subcutaneous,31.01.2020,2020,authorised (under additional monitoring),approved,22.10.2020,2020,Diseases of the blood and blood-forming organs; Diseases of the skin,auspar-afamelanotide-210311.pdf,Peptides and proteins,Scenesse,Prevention of phototoxicity in adult patients with erythropoietic protoporphyria (EPP),<Erythropoietic Protoporphyria>,no,Prevention of phototoxicity in adult patients with erythropoietic protoporphyria (EPP),<Erythropoietic Protoporphyria>,Clinuvel Pharmaceuticals Ltd,Clinuvel,327947,Afamelanotide,no,yes,Controlled release implant,PM-2019-05977-1-6,NA
Subcutaneous,Not reported,Not reported,authorised,approved,15.05.2013,2013,Diseases of the nervous system,auspar-interferon-beta-1a-131010.pdf,Biologics,Rebif,"Patients with a single demyelinating event in the central nervous system with an active inflammatory process, if alternative diagnoses have been excluded, and if they are determined to be at high risk of developing clinically definite multiple sclerosis.",<Multiple Sclerosis>,yes,Patients with a single demyelinating event of the central nervous system (CNS): so called Clinically Isolated Syndrome (CIS).,<Clinically Isolated Syndrome>,Merck Serono Australia Pty Ltd,Merck Serono,"133809, 133813, 165745, 165746, 174478, 174479",Interferon beta-1a,yes,no,Solution for injection,PM-2012-00320-3-1,Not reported
Oral,31.05.2022,2022,authorised,approved,03.10.2023,2023,Diseases of the nervous system; Mental and behavioural disorders,auspar-melatonin-link-immela-melakso-voquily-240313.pdf,Small molecule,"MELATONIN-LINK, IMMELA, MEL AKSO, VOQUILY","Short-term treatment of jet lag in adults aged 18 and over; Sleep disorders in children and adolescents aged 6 to 18 with neurodevelopmental disorders including autism spectrum disorder (ASD) and attention deficit hyperactivity disorder (ADHD), where sleep hygiene measures have been insufficient.",<Jet Lag Syndrome>; <Sleep Disorders>; <Autism Spectrum Disorder>; <Attention Deficit Disorder with Hyperactivity>,yes,"Short-term treatment of jet lag in adults aged 18 and over; Sleep disorders in children and adolescents aged 6 to 18 with neurodevelopmental disorders including autism spectrum disorder (ASD) and attention deficit hyperactivity disorder (ADHD), where sleep hygiene measures have been insufficient.",<Jet Lag Syndrome>; <Sleep Disorders>; <Autism Spectrum Disorder>; <Attention Deficit Hyperactivity Disorder>,Link Medical Products Pty Ltd,Link,"388301, 388302, 388303, 388304, 388305, 388306, 388307, 388308, 388309, 388310, 388311, 388312, 388174, 388292, 388296, 388297",Melatonin,yes,no,"Capsules, Oral liquid solution",PM-2022-01551-1-1,Not reported
Intravenous,Not reported,Not reported,authorised,approved,14.10.2016,2016,"Diseases of the respiratory system; Endocrine, nutritional, and metabolic diseases",auspar-prolastin-c-171011.pdf,Biologics,Prolastin-C,Increase serum Alpha1-PI levels in adults with congenital deficiency of alpha-1 antitrypsin and with clinically significant emphysema (FEV1 < 80%).,<Emphysema>,no,Chronic augmentation therapy of individuals with congenital deficiency of alpha PI with clinically demonstrable emphysema.,<Emphysema>,Grifols Australia Pty Ltd,Grifols,234553,Alpha-1-proteinase inhibitor,yes,yes,Powder for injection with diluent vial,PM-2014-04721-1-5,Not reported
Intravenous,Not reported,Not reported,authorised,approved,07.02.2011,2011,Neoplasms; Diseases of the genitourinary system,auspar-javlor.pdf,Small molecule,Javlor,Treatment of adult patients with advanced or metastatic transitional cell carcinoma of the urothelial tract after failure of a prior platinum-containing regimen.,<Urinary Bladder Neoplasms>,no,Treatment of adult patients with advanced or metastatic transitional cell carcinoma of the urothelial tract after failure of a prior platinum-containing regimen.,<Urinary Bladder Neoplasms>,Pierre Fabre Medicament Australia Pty Ltd,Pierre Fabre,"166773, 166767 and 166772",Vinflunine ditartrate,no,no,Concentrated Injection,PM-2009-03102-3-4,NA
Oral,10.10.2019,2019,authorised (under additional monitoring),approved,22.11.2019,2019,Neoplasms; Diseases of the blood and blood-forming organs,auspar-acalabrutinib-200217-01.pdf,Small molecule,Calquence,Calquence is indicated for the treatment of patients with chronic lymphocytic leukaemia (CLL)/small lymphocytic lymphoma (SLL).,"<Leukemia, Lymphocytic, Chronic, B-Cell>; <Lymphoma, Small Lymphocytic>",yes,Calquence is indicated for the treatment of patients with chronic lymphocytic leukaemia (CLL)/small lymphocytic lymphoma (SLL).,"<Leukemia, Lymphocytic, Chronic, B-Cell>; <Lymphoma, Small Lymphocytic>",AstraZeneca Pty Ltd,AstraZeneca,321419,Acalabrutinib,no,no,Hard capsule,PM-2019-04317-1-6,NA
Intravenous,13.04.2021,2021,authorised,approved,01.11.2021,2021,Neoplasms,auspar-glu-urea-lys-ahx-hbed-cc-220624.pdf,Peptides and proteins,Illuccix,Radioactive diagnostic agent for use with PET imaging in patients with prostate cancer who are at risk of metastasis and who are suitable for initial definitive therapy or who have suspected recurrence based on elevated serum PSA level,<Prostatic Neoplasms>,no,Radioactive diagnostic agent for use with PET imaging for the evaluation of prostate cancer,<Prostatic Neoplasms>,Telix Pharmaceuticals (ANZ) Pty Ltd,Telix,356332 and 356333,Glu-urea-Lys(ahx)-hbed-CC,yes,no,Powder and diluent for injection,PM-2021-00851-1-4,Not reported
Oral,Not reported,Not reported,authorised,approved,23.01.2012,2012,Infectious and parasitic diseases,auspar-tenofovir-disoproxil-fumarate-120327.pdf,Small molecule,Eviplera,"Treatment of HIV infection in treatment-naïve adult patients with plasma HIV-1 RNA ≤100,000 copies/mL at the start of therapy.",<HIV Infections>,no,"Treatment of HIV infection in treatment-naïve adult patients with plasma HIV-1 RNA ≤100,000 copies/mL at the start of therapy.",<Human Immunodeficiency Virus>,Gilead Sciences Pty Ltd,Gilead,176537,Tenofovir disoproxil fumarate; Emtricitabine; Rilpivirine,no,no,Tablet,PM-2010-02853-3-2,NA
Intravenous,Not reported,Not reported,authorised,approved,27.02.2012,2012,Diseases of the genitourinary system,auspar-belatacept-120730.pdf,Biologics,Nulojix,Prophylaxis of organ rejection in adults receiving a renal transplant.,<Rejection (Psychology)>,no,Prophylaxis of graft rejection and preservation of renal function in adults receiving a renal transplant.,<Rejection (Psychology)>,Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,AUST R 179687,Belatacept,no,no,"Injection, powder for",PM-2010-03075-3-2,NA
