Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
oral,24.07.2019,2019,authorised,approved,23.07.2020,2020,Diseases of the musculoskeletal system and connective tissue,jyseleca-epar-public-assessment-report_en.pdf,Small molecule,Jyseleca,"Jyseleca is indicated as monotherapy or in combination with methotrexate (MTX) or other conventional synthetic disease modifying antirheumatic drugs (csDMARDs) for the treatment of adult patients with moderately to severely active rheumatoid arthritis who have had an inadequate response to, or who are intolerant to, one or more DMARDs.",<Rheumatoid Arthritis>,no,"Jyseleca is indicated as monotherapy or in combination with methotrexate (MTX) or other conventional synthetic disease modifying antirheumatic drugs (csDMARDs) for the treatment of adult patients with moderately to severely active rheumatoid arthritis who have had an inadequate response to, or who are intolerant to, one or more DMARDs.",<Rheumatoid Arthritis>,Gilead Sciences Ireland UC,Gilead,EMA/424374/2020,filgotinib,no,no,film-coated tablet,EMEA/H/C/005113/0000,
intravenous,Not reported,Not reported,authorised,approved,17.12.1998,1998,Diseases of the blood and blood-forming organs,refacto-af-epar-scientific-discussion_en.pdf,Biologics,ReFacto,treatment of hemophilia A (congenital factor VIII deficiency or classic hemophilia) and prevention of bleeding (prophylaxis),<Hemophilia A>,no,treatment of hemophilia A (congenital factor VIII deficiency or classic hemophilia) and prevention of bleeding (prophylaxis),<Hemophilia A>,Wyeth,Wyeth,EMA/232/1998,moroctocog alfa,no,no,powder and solvent for solution for injection,EMEA/H/C/232,
intravenous,22.06.2022,2022,authorised,approved,30.03.2023,2023,Diseases of the blood and blood-forming organs,epysqli-epar-public-assessment-report_en.pdf,Biologics,Epysqli,Epysqli is indicated in adults and children for the treatment of paroxysmal nocturnal haemoglobinuria (PNH).,<Paroxysmal Nocturnal Hemoglobinuria>,no,Epysqli is indicated in adults and children for the treatment of paroxysmal nocturnal haemoglobinuria (PNH).,<Paroxysmal Nocturnal Hemoglobinuria>,Samsung Bioepis NL B.V.,Samsung,EMA/203468/2023,eculizumab,yes,no,concentrate for solution for infusion,EMEA/H/C/006036/0000,EMA/CHMP/SAWP/634958/2017
subcutaneous,02.12.2014,2014,authorised,approved,23.07.2015,2015,"Endocrine, nutritional, and metabolic diseases; Diseases of the circulatory system",praluent-epar-public-assessment-report_en.pdf,Biologics,Praluent,"Praluent is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet: in combination with a statin or statin with other lipid lowering therapies in patients unable to reach LDL-C goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",<Hypercholesterolemia>,no,"Praluent is indicated, as adjunct therapy to diet, for long-term use in adult patients with primary hypercholesterolaemia (non-familial and heterozygous familial) or mixed dyslipidaemia to reduce low-density lipoprotein cholesterol (LDL-C).",<Hypercholesterolemia>,sanofi-aventis groupe,Sanofi,EMA/CHMP/392430/2015,alirocumab,no,no,solution for injection,EMEA/H/C/003882/0000,
Intramuscular,29.06.2015,2015,authorised,approved,22.06.2015,2015,Neoplasms; Infectious and parasitic diseases,auspar-human-papillomavirus-9-valent-vaccine-170103.pdf,Vaccine,Gardasil 9,"Prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by Human Papillomavirus (HPV) Types 6, 11, 16, 18, 31, 33, 45, 52 and 58.",<Cervical Neoplasms>; <Vulvar Neoplasms>; <Vaginal Neoplasms>; <Anal Neoplasms>; <Genital Warts>; <Papillomavirus Infections>,no,"Prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by Human Papillomavirus (HPV) Types 6, 11, 16, 18, 31, 33, 45, 52 and 58.",<Cervical Neoplasms>; <Vulvar Neoplasms>; <Vaginal Neoplasms>; <Anal Neoplasms>; <Condylomata Acuminata>,Merck Sharp & Dohme Australia Pty Ltd,Merck Sharp & Dohme,"224092, 224093",Human Papillomavirus 9-valent Vaccine,no,no,Suspension for injection,PM-2014-01099-1-3,
Intravenous,31.08.2022,2022,authorised,approved,24.01.2023,2023,Neoplasms,auspar-enhertu-240906.pdf,Biologics,Enhertu,Treatment of adult patients with unresectable or metastatic HER2-low breast cancer who have received prior chemotherapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy.,<Breast Neoplasms>,yes,Treatment of adult patients with unresectable or metastatic HER2-low breast cancer who have received prior systemic therapy in the metastatic setting or developed disease recurrence during or within 6 months of completing adjuvant chemotherapy.,<Breast Neoplasms>,AstraZeneca Pty Ltd,AstraZeneca,343262,Trastuzumab deruxtecan,no,no,Powder for injection,PM-2022-02867-1-4,
oral,21.10.2013,2013,authorised,approved,26.05.2014,2014,Diseases of the respiratory system,000209869.pdf,Small molecule,Rapalimus,Lymphangioleiomyomatosis,<Lymphangioleiomyomatosis>,no,Lymphangioleiomyomatosis,<Lymphangioleiomyomatosis>,"Nobelpharma Co., Ltd.",Nobel,Not reported,Sirolimus,yes,yes,tablet,Not reported,Not reported
oral,27.04.2016,2016,authorised,approved,30.05.2017,2017,Infectious and parasitic diseases; Diseases of the nervous system,000227731.pdf,Small molecule,Amenalief,Herpes zoster,<Herpes Zoster>,no,Herpes zoster,<Herpes Zoster>,"Maruho Co., Ltd.",Maruho,Not reported,Amenamevir,no,no,tablet,Not reported,
oral,30.08.2006,2006,withdrawn,refused,13.12.2007,2007,Diseases of the blood and blood-forming organs,kiacta-withdrawal-assessment-report_en.pdf,Small molecule,Kiacta,,Not Reported,no,treatment of amyloid A (AA) amyloidosis,<Amyloidosis>,Neurochem Luco II SARL,Neurochem,Not reported,eprodisate disodium,no,yes,capsule,EMEA/H/C/779,
oral,02.02.2021,2021,authorised,approved,20.07.2023,2023,Diseases of the respiratory system,lyfnua-epar-public-assessment-report_en.pdf,Small molecule,Lyfnua,Lyfnua is indicated in adults for the treatment of refractory or unexplained chronic cough.,<Chronic Cough>,no,Lyfnua is indicated in adults for the treatment of refractory or unexplained chronic cough.,<Chronic Cough>,Merck Sharp & Dohme B.V.,Merck Sharp & Dohme,EMA/357321/2023,gefapixant,no,no,tablet,EMEA/H/C/005476/0000,
oral,15.06.2021,2021,withdrawn,approved,24.02.2022,2022,Diseases of the nervous system,dimethyl-fumarate-mylan-epar-public-assessment-report_en.pdf,Small molecule,Dimethyl fumarate Mylan,Treatment of adult patients with relapsing remitting multiple sclerosis,"<Multiple Sclerosis, Relapsing-Remitting>",no,Treatment of adult patients with relapsing remitting multiple sclerosis,"<Multiple Sclerosis, Relapsing-Remitting>",Mylan Ireland Limited,Mylan,EMA/184291/2022,dimethyl fumarate,yes,no,gastro-resistant hard capsules,EMEA/H/C/005956/0000,Not reported
intramuscular,08.09.2022,2022,authorised (under additional monitoring),approved,16.11.2023,2023,Other,swisspar_nuceiva.pdf,Biologics,Nuceiva,"Temporary improvement in the appearance of moderate to severe vertical lines between the eyebrows seen at maximum frown (glabellar lines), when the severity of the above facial lines has an important psychological impact in adults below 65 years of age.",<Not Reported>,no,"Temporary improvement in the appearance of moderate to severe vertical lines between the eyebrows seen at maximum frown (glabellar lines), when the severity of the above facial lines has an important psychological impact in adults below 65 years of age.",<Not Reported>,PharmaCons GmbH,PharmaCons,69120,botulinum toxin type A (strain KCDC),yes,no,powder for solution for injection,Not reported,EMA
Oral,Not reported,Not reported,authorised,approved,11.07.2014,2014,"Endocrine, nutritional, and metabolic diseases",auspar-dapagliflozin-propanediol-monohydrate-141217.pdf,Small molecule,Xigduo XR,As an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both dapagliflozin and metformin is appropriate.,"<Diabetes Mellitus, Type 2>",no,As an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both dapagliflozin and metformin is appropriate.,<Type 2 Diabetes Mellitus>,AstraZeneca Pty Ltd,AstraZeneca,"211294, 211295, 211296",Dapagliflozin; Metformin,no,no,Modified release tablet,PM-2013-01515-1-5,
oral,30.10.2008,2008,authorised,approved,30.10.2009,2009,"Diseases of the circulatory system; Endocrine, nutritional, and metabolic diseases",irbesartan-teva-epar-public-assessment-report_en.pdf,Small molecule,Irbesartan Teva,treatment of essential hypertension and treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive drug regimen,"<Hypertension>; <Renal Disease>; <Diabetes Mellitus, Type 2>",no,treatment of essential hypertension and treatment of renal disease in patients with hypertension and type 2 diabetes mellitus as part of an antihypertensive drug regimen,"<Hypertension>; <Renal Disease>; <Diabetes Mellitus, Type 2>",Teva Pharma B.V.,Teva,EMA/729732/2009,irbesartan,yes,no,film-coated tablet,EMEA/H/C/001093,Not reported
Intravenous,31.01.2022,2022,authorised (under additional monitoring),approved,18.11.2022,2022,Diseases of the nervous system; Diseases of the circulatory system,auspar-onpattro-230824.pdf,Small molecule,Onpattro,Treatment of hereditary transthyretin-mediated amyloidosis (hATTR amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,<Transthyretin Amyloidosis>,no,Treatment of hereditary transthyretin-mediated amyloidosis (hATTR amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,<Transthyretin Amyloidosis>,Alnylam Australia Pty Ltd,Alnylam,380813,Patisiran,no,yes,Concentrated injection for infusion,PM-2021-05675-1-1,
inhalation,29.01.2010,2010,authorised,approved,29.07.2010,2010,Infectious and parasitic diseases,000211260.pdf,Small molecule,Inavir,Treatment of influenza A or B virus infection,<Influenza>,no,Treatment of influenza A or B virus infection,<Influenza>,"Daiichi Sankyo Company, Limited",Daiichi Sankyo,Not reported,Laninamivir Octanoate Hydrate,no,no,dry powder for inhalation,Not reported,
Oral,30.11.2021,2021,authorised (under additional monitoring),approved,29.11.2022,2022,Diseases of the skin,auspar-sotyktu-230830.pdf,Small molecule,Sotyktu,Treatment of adult patients with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,<Psoriasis>,no,Treatment of adult patients with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy.,<Psoriasis>,Bristol Myers Squibb Australia Pty Ltd,Bristol Myers Squibb,376290,Deucravacitinib,no,no,Film coated tablet,PM-2021-04758-1-1,
subcutaneous,28.07.2011,2011,withdrawn,refused,21.03.2013,2013,"Endocrine, nutritional, and metabolic diseases",kynamro-epar-public-assessment-report_en.pdf,Other,Kynamro,,Not Reported,no,"Kynamro is an apolipoprotein B (apo B) synthesis inhibitor indicated as an adjunct to maximally tolerated lipid-lowering medications and diet to reduce low density lipoprotein-cholesterol (LDL-C), apo B, total cholesterol (TC), non-high density lipoprotein-cholesterol (non-HDL-C) and lipoprotein (a) [Lp(a)] in patients with homozygous familial hypercholesterolaemia (HoFH) and in patients with severe heterozygous familial hypercholesterolaemia (severe HeFH).",<Homozygous Familial Hypercholesterolemia>; <Hyperlipoproteinemia Type II>,Genzyme Europe BV,Genzyme,EMA/305826/2013,mipomersen,no,no,solution for injection,EMEA/H/C/002429/0000,
Oral,25.05.2012,2012,authorised,approved,27.06.2013,2013,Diseases of the digestive system,nexium-control-epar-public-assessment-report_en.pdf,Small molecule,Nexium Control,Short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation) in adults,<Heartburn>,no,Short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation) in adults,<Heartburn>,AstraZeneca AB,AstraZeneca,EMA/498929/2013,esomeprazole,yes,no,Gastro-resistant tablet,EMEA/H/C/002618,Not reported
Oral,Not reported,Not reported,authorised,approved,06.09.2013,2013,"Endocrine, nutritional, and metabolic diseases",auspar-canagliflozin-140303.pdf,Small molecule,"Invokana, Prominad",Type 2 diabetes mellitus to improve glycaemic control,"<Diabetes Mellitus, Type 2>",no,Type 2 diabetes mellitus to improve glycaemic control,"<Diabetes Mellitus, Type 2>",Janssen-Cilag Pty Ltd,Janssen-Cilag,"200179, 200180, 200183, 200184",Canagliflozin,no,no,Film coated tablet,PM-2012-02210-3-5,
oral,28.12.2021,2021,authorised,approved,29.08.2022,2022,Neoplasms; Diseases of the blood and blood-forming organs,000269997.pdf,Small molecule,Ezharmia,Relapsed or refractory adult T-cell leukemia-lymphoma,<Adult T-Cell Leukemia-Lymphoma>,no,Relapsed or refractory adult T-cell leukemia-lymphoma,<Adult T-Cell Leukemia-Lymphoma>,"Daiichi Sankyo Company, Limited",Daiichi Sankyo,Not reported,Valemetostat Tosilate,no,yes,tablet,Not reported,
Intravenous,04.03.2022,2022,authorised,approved,15.12.2022,2022,Neoplasms; Diseases of the liver,imjudo-epar-public-assessment-report_en.pdf,Biologics,Imjudo,First line treatment of adults with advanced or unresectable hepatocellular carcinoma (HCC) in combination with durvalumab,<Hepatocellular Carcinoma>,no,First line treatment of adults with advanced or unresectable hepatocellular carcinoma (HCC) in combination with durvalumab,<Hepatocellular Carcinoma>,AstraZeneca AB,AstraZeneca,EMA/CHMP/17771/2023,tremelimumab,no,no,Concentrate for solution for infusion,EMEA/H/C/006016/0000,
intravenous,20.12.2016,2016,authorised,approved,08.09.2017,2017,Neoplasms; Diseases of the blood and blood-forming organs,000234203.pdf,Biologics,Darzalex,Relapsed or refractory multiple myeloma,<Multiple Myeloma>,no,Relapsed or refractory multiple myeloma,<Multiple Myeloma>,Janssen Pharmaceutical K.K.,Janssen,Not reported,Daratumumab,no,yes,solution for injection,Not reported,
oral,31.01.2011,2011,authorised,approved,17.11.2011,2011,Diseases of the respiratory system; Diseases of the skin,desloratadine-ratiopharm-epar-public-assessment-report_en.pdf,Small molecule,Desloratadine ratiopharm,Relief of symptoms associated with allergic rhinitis and urticaria,<Allergic Rhinitis>; <Urticaria>,no,Relief of symptoms associated with allergic rhinitis and urticaria,<Allergic Rhinitis>; <Urticaria>,ratiopharm GmbH,ratiopharm,EMA/41222/2012,desloratadine,yes,no,film-coated tablet,EMEA/H/C/002404,
intramuscular,22.12.2022,2022,authorised,approved,20.07.2023,2023,Infectious and parasitic diseases; Diseases of the respiratory system,abrysvo-epar-public-assessment-report_en.pdf,Vaccine,Abrysvo,prevention of lower respiratory tract disease and severe lower respiratory tract disease caused by respiratory syncytial virus (RSV) in infants from birth through 6 months of age by active immunisation of pregnant individuals; prevention of acute respiratory disease and lower respiratory tract disease caused by RSV in individuals 60 years of age and older by active immunisation,<Respiratory Tract Diseases>,no,prevention of lower respiratory tract disease and severe lower respiratory tract disease caused by respiratory syncytial virus (RSV) in infants from birth through 6 months of age by active immunisation of pregnant individuals; prevention of acute respiratory disease and lower respiratory tract disease caused by RSV in individuals 60 years of age and older by active immunisation,<Respiratory Tract Infections>,Pfizer Europe MA EEIG,Pfizer,EMA/351226/2023,"respiratory syncytial virus vaccine (bivalent, recombinant)",no,no,powder and solvent for solution for injection,EMEA/H/C/006027/0000,
