Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
intravenous,15.10.2019,2019,authorised,japan,approved,26.02.2020,2020,neoplasms,<head and neck neoplasms>,000237990.pdf,small molecule,steboronine,"unresectable, locally advanced or locally recurrent head and neck cancer",no,unresectable locally recurrent head and neck cancer; unresectable advanced head and neck non-squamous cell carcinoma,<head and neck neoplasms>,stella pharma corporation,stella,000237990,borofalan,no,no,solution,,na,PMDA
intravenous,11.07.2017,2017,authorised,japan,approved,23.05.2018,2018,diseases of the blood and blood-forming organs,<factor ix deficiency>,000238159.pdf,biologics,refixia,control of bleeding tendency in patients with factor ix deficiency,no,control of bleeding tendency in patients with factor ix deficiency,<factor ix deficiency>,novo nordisk pharma ltd.,novo nordisk,000238159,nonacog beta pegol,no,no,powder,,na,PMDA
intravenous,30.08.2017,2017,authorised,japan,approved,25.04.2018,2018,neoplasms; diseases of the respiratory system,<non-small-cell lung carcinoma>,000238551.pdf,biologics,imfinzi,"maintenance treatment of locally-advanced, unresectable non-small cell lung cancer following definitive chemoradiotherapy",no,"locally-advanced, unresectable non-small cell lung cancer",<non-small-cell lung carcinoma>,astrazeneca k.k.,astrazeneca,000238551,durvalumab,no,no,solution,,na,PMDA
oral,14.12.2018,2018,authorised,japan,approved,22.02.2019,2019,infectious and parasitic diseases,<acquired immunodeficiency syndrome>,000238705.pdf,small molecule,biktarvy,human immunodeficiency virus type 1 (hiv-1) infection,no,human immunodeficiency virus type 1 (hiv-1) infection,<acquired immunodeficiency syndrome>,gilead sciences k.k.,gilead,000238705,bictegravir sodium/emtricitabine/tenofovir alafenamide fumarate,no,yes,tablet,,na,PMDA
intravenous,09.09.2019,2019,authorised,japan,approved,26.02.2020,2020,neoplasms,<breast neoplasms>,000238706.pdf,biologics,enhertu,unresectable or recurrent her2-positive breast cancer previously treated with chemotherapy,no,unresectable or recurrent her2-positive breast cancer previously treated with trastuzumab emtansine,<breast neoplasms>,"daiichi sankyo company, limited",daiichi sankyo,000238706,trastuzumab deruxtecan,no,no,injection,,na,PMDA
intravenous,28.04.2020,2020,authorised,japan,approved,20.08.2020,2020,neoplasms; diseases of the digestive system,<gastric cancer>,000238707.pdf,biologics,enhertu,unresectable advanced or recurrent her2-positive gastric cancer that has progressed after cancer chemotherapy,yes,unresectable advanced or recurrent her2-positive gastric cancer that has progressed after cancer chemotherapy,<stomach neoplasms>,"daiichi sankyo company, limited",daiichi sankyo,000238707,trastuzumab deruxtecan,yes,no,injection,,,PMDA
oral,12.12.2019,2019,authorised,japan,approved,28.05.2020,2020,neoplasms; diseases of the respiratory system,<non-small cell lung cancer>,000238885.pdf,small molecule,tabrecta,met exon 14 skipping mutation-positive unresectable advanced or recurrent non-small cell lung cancer,no,met mutation-positive unresectable advanced or recurrent non-small cell lung cancer,<non-small cell lung carcinoma>,novartis pharma k.k.,novartis,000238885,capmatinib hydrochloride hydrate,no,yes,tablet,,na,PMDA
subcutaneous,25.05.2018,2018,authorised,japan,approved,22.02.2019,2019,diseases of the skin; diseases of the musculoskeletal system and connective tissue,<psoriasis>; <psoriatic arthritis>,000239461.pdf,biologics,skyrizi,"treatment of psoriasis vulgaris, psoriatic arthritis, pustular psoriasis, and erythrodermic psoriasis in patients with inadequate response to conventional therapies",no,"treatment of psoriasis vulgaris, psoriatic arthritis, pustular psoriasis, and erythrodermic psoriasis in patients with inadequate response to conventional therapies","<psoriasis>; <arthritis, psoriatic>",abbvie gk,abbvie,000239461,risankizumab,no,no,solution,,na,PMDA
oral,28.03.2018,2018,authorised,japan,approved,30.01.2019,2019,neoplasms,<prostatic neoplasms>,000239551.pdf,small molecule,erleada,non-metastatic castration-resistant prostate cancer,no,castration-resistant prostate cancer,<prostatic neoplasms>,janssen pharmaceutical k.k.,janssen,000239551,apalutamide,no,no,tablet,,na,PMDA
inhalation,10.07.2018,2018,authorised,japan,approved,19.04.2019,2019,infectious and parasitic diseases,<influenza>,000239716.pdf,small molecule,inavir,treatment of influenza a or b virus infection,no,treatment of influenza a or b virus infection,<influenza>,"daiichi sankyo company, limited",daiichi sankyo,000239716,laninamivir octanoate hydrate,yes,no,suspension,,,PMDA
intravenous,26.03.2020,2020,authorised,japan,approved,04.09.2020,2020,neoplasms; diseases of the respiratory system,<head and neck neoplasms>,000239770.pdf,biologics,akalux,unresectable locally advanced or recurrent head and neck cancer,no,recurrent head and neck cancer,<head and neck neoplasms>,rakuten medical japan k.k.,rakuten,000239770,cetuximab sarotalocan sodium,no,no,injection,,na,PMDA
oral,17.10.2018,2018,authorised,japan,approved,30.05.2019,2019,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myeloid, acute>",000240288.pdf,small molecule,vanflyta,relapsed or refractory flt3-itd mutation-positive acute myeloid leukemia,no,relapsed or refractory flt3-itd mutation-positive acute myeloid leukemia,"<leukemia, myeloid, acute>","daiichi sankyo company, limited",daiichi sankyo,000240288,quizartinib hydrochloride,no,yes,tablet,,na,PMDA
oral,25.04.2018,2018,authorised,japan,approved,29.11.2018,2018,neoplasms; diseases of the skin,<melanoma>,000240418.pdf,small molecule,braftovi,unresectable malignant melanoma with braf gene mutation,no,unresectable malignant melanoma with braf gene mutation,<melanoma>,"ono pharmaceutical co., ltd.",ono,000240418,encorafenib,no,yes,capsule,,na,PMDA
oral,25.04.2018,2018,authorised,japan,approved,29.11.2018,2018,neoplasms; diseases of the skin,<melanoma>,000240419.pdf,small molecule,mektovi,unresectable malignant melanoma with braf gene mutation,no,unresectable malignant melanoma with braf gene mutation,<melanoma>,"ono pharmaceutical co., ltd.",ono,000240419,binimetinib,no,yes,tablet,,na,PMDA
inhalation,07.09.2018,2018,authorised,japan,approved,30.05.2019,2019,diseases of the respiratory system,<chronic obstructive pulmonary disease>,000240531.pdf,small molecule,bevespi aerosphere,"relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) secondary to airway obstructive disorder",no,"relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) secondary to airway obstructive disorder",<chronic obstructive pulmonary disease>,astrazeneca k.k.,astrazeneca,000240531,glycopyrronium bromide /formoterol fumarate hydrate,no,no,aerosol,,na,PMDA
inhalation,04.09.2018,2018,authorised,japan,approved,30.05.2019,2019,diseases of the respiratory system,<chronic obstructive pulmonary disease>,000240532.pdf,small molecule,breztri aerosphere,"relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) (requiring a combination therapy with an inhaled corticosteroid, an inhaled long-acting muscarinic antagonist, and an inhaled long-acting beta2 agonist)",no,"relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) (requiring a combination therapy with an inhaled corticosteroid, an inhaled long-acting muscarinic antagonist, and an inhaled long-acting beta2 agonist)",<chronic obstructive pulmonary disease>,astrazeneca k.k.,astrazeneca,000240532,budesonide/ glycopyrronium bromide /formoterol fumarate hydrate,no,no,aerosol,,na,PMDA
intravenous,14.12.2018,2018,authorised,japan,approved,06.06.2019,2019,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,000240736.pdf,biologics,darzalex,relapsed or refractory multiple myeloma,yes,relapsed or refractory multiple myeloma,<multiple myeloma>,janssen pharmaceutical k.k.,janssen,000240736,daratumumab,yes,yes,solution,,,PMDA
intravenous; subcutaneous,14.12.2018,2018,authorised,japan,approved,,2019,neoplasms; diseases of the blood and blood-forming organs,"<multiple myeloma>; <lymphoma, mantle-cell>; <waldenstrom macroglobulinemia>; <lymphoma, lymphoplasmacytic>",000240737.pdf,small molecule,velcade,multiple myeloma; mantle cell lymphoma; primary macroglobulinemia and lymphoplasmacytic lymphoma,yes,multiple myeloma; mantle cell lymphoma; primary macroglobulinemia and lymphoplasmacytic lymphoma,"<multiple myeloma>; <lymphoma, mantle-cell>; <waldenstrom macroglobulinemia>; <lymphoma, lymphoplasmacytic>",janssen pharmaceutical k.k.,janssen,000240737,bortezomib,yes,yes,lyophilisate,,,PMDA
cutaneous,31.01.2019,2019,authorised,japan,approved,25.10.2019,2019,diseases of the skin,"<dermatitis, atopic>",000240793.pdf,small molecule,corectim,atopic dermatitis,no,atopic dermatitis,"<dermatitis, atopic>",japan tobacco inc.,japan tobacco,000240793,delgocitinib,no,no,ointment,,na,PMDA
oral,04.03.2020,2020,authorised,japan,approved,30.10.2020,2020,neoplasms; diseases of the digestive system,<colorectal neoplasms>,000240840.pdf,small molecule,braftovi,unresectable advanced or recurrent colorectal cancer with braf mutation that has progressed after cancer chemotherapy,yes,unresectable advanced or recurrent colorectal cancer with braf mutation,<colorectal neoplasms>,"ono pharmaceutical co., ltd.",ono,000240840,encorafenib,no,no,capsule,,na,PMDA
oral,04.03.2020,2020,authorised,japan,approved,30.10.2020,2020,neoplasms; diseases of the digestive system,<colorectal neoplasms>,000240841.pdf,small molecule,mektovi,unresectable advanced or recurrent colorectal cancer with braf mutation that has progressed after cancer chemotherapy,yes,unresectable advanced or recurrent colorectal cancer with braf mutation,<colorectal neoplasms>,"ono pharmaceutical co., ltd.",ono,000240841,binimetinib,no,no,tablet,,na,PMDA
intravenous,28.03.2019,2019,authorised,japan,approved,09.01.2020,2020,neoplasms; diseases of the digestive system,<colorectal neoplasms>; <esophageal neoplasms>,000241165.pdf,biologics,opdivo,"treatment of unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy; treatment of unresectable, advanced or recurrent esophageal cancer that has progressed after cancer chemotherapy",yes,"treatment of unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy; treatment of unresectable, advanced or recurrent esophageal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>; <esophageal neoplasms>,"ono pharmaceutical co., ltd.",ono,000241165,nivolumab,yes,no,injection,,,PMDA
oral,24.04.2019,2019,authorised,japan,approved,29.11.2019,2019,"endocrine, nutritional, and metabolic diseases","<hypercalcemia>; <parathyroid neoplasms>; <hyperparathyroidism, primary>",000241166.pdf,small molecule,orkedia,hypercalcaemia in patients with parathyroid carcinoma and hypercalcaemia in patients with primary hyperparathyroidism who are unable to undergo parathyroidectomy or patients with recurrent primary hyperparathyroidism after parathyroidectomy,yes,hypercalcaemia in patients with parathyroid carcinoma and hypercalcaemia in patients with primary hyperparathyroidism who are unable to undergo parathyroidectomy or patients with recurrent primary hyperparathyroidism after parathyroidectomy,"<parathyroid neoplasms>; <hyperparathyroidism, primary>","kyowa kirin co., ltd.",kyowa kirin,000241166,evocalcet,yes,yes,tablet,,,PMDA
oral,07.04.2020,2020,authorised,japan,approved,29.06.2020,2020,neoplasms; diseases of the blood and blood-forming organs,<central nervous system neoplasms>; <waldenstrom macroglobulinemia>; <lymphoma>,000241167.pdf,small molecule,velexbru,recurrent or refractory primary central nervous system lymphoma; waldenström’s macroglobulinemia and lymphoplasmacytic lymphoma,yes,recurrent or refractory primary central nervous system lymphoma; waldenström’s macroglobulinemia and lymphoplasmacytic lymphoma,"<central nervous system neoplasms>; <waldenstrom macroglobulinemia>; <lymphoma, lymphoplasmacytic>","ono pharmaceutical co., ltd.",ono,000241167,tirabrutinib hydrochloride,yes,yes,tablet,,,PMDA
oral,07.01.2019,2019,authorised,japan,approved,21.05.2020,2020,diseases of the nervous system,"<multiple sclerosis, relapsing-remitting>",000241414.pdf,small molecule,mayzent,prevention of relapsing secondary progressive multiple sclerosis and delay in the progression of associated physical disability,no,prevention of relapsing secondary progressive multiple sclerosis and delay in the progression of associated physical disability,"<multiple sclerosis, relapsing-remitting>",novartis pharma k.k.,novartis,000241414,siponimod,no,yes,tablet,,na,PMDA
intravenous,23.08.2019,2019,authorised,japan,approved,28.05.2020,2020,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,000242148.pdf,biologics,sarclisa,relapsed or refractory multiple myeloma,no,relapsed or refractory multiple myeloma,<multiple myeloma>,sanofi k.k.,sanofi,000242148,isatuximab,no,no,injection,,na,PMDA
oral,31.01.2020,2020,authorised,japan,approved,30.10.2020,2020,diseases of the blood and blood-forming organs,"<angioedema, hereditary>",000242285.pdf,small molecule,orladeyo,prevention of acute attacks of hereditary angioedema,no,prevention of acute attacks of hereditary angioedema,"<angioedema, hereditary>","orphanpacific, inc.",orphanpacific,000242285,berotralstat,no,yes,capsule,,na,PMDA
intravenous,29.09.2020,2020,authorised,japan,approved,25.02.2021,2021,"endocrine, nutritional, and metabolic diseases",<mucopolysaccharidoses>,000242410.pdf,biologics,izcargo,mucopolysaccharidosis type ii,no,mucopolysaccharidosis type ii,<mucopolysaccharidoses>,"jcr pharmaceuticals co., ltd.",jcr,000242410,pabinafusp alfa,no,yes,lyophilisate,,na,PMDA
oral,11.03.2016,2016,authorised,japan,approved,30.05.2017,2017,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>,000242825.pdf,small molecule,olumiant,rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,no,rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,<rheumatoid arthritis>,eli lilly japan k.k.,eli lilly,000242825,baricitinib,no,no,tablet,,na,PMDA
oral,27.11.2018,2018,authorised,japan,approved,11.12.2020,2020,"neoplasms; endocrine, nutritional, and metabolic diseases",<cachexia>,000242929.pdf,small molecule,adlumiz,cancer cachexia,no,improvement in body weight loss and anorexia in cancer cachexia,<cachexia>,"ono pharmaceutical co., ltd.",ono,000242929,anamorelin hydrochloride,no,no,tablet,,na,PMDA
