Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
oral,10.09.2019,2019,authorised (under additional monitoring),TGA,approved,19.09.2020,2020,diseases of the nervous system,<parkinson disease>,auspar-opicapone-210210.pdf,small molecule,ongentys,adjunctive therapy to preparations of levodopa/dopa decarboxylase inhibitors (ddci) in adult patients with parkinson’s disease and end-of-dose motor fluctuations who cannot be stabilised on those combinations,no,adjunctive therapy to preparations of levodopa/dopa decarboxylase inhibitors (ddci) in adult patients with parkinson’s disease and end-of-dose motor fluctuations who cannot be stabilised on those combinations,<parkinson disease>,maxx pharma pty ltd,maxx,321017,opicapone,no,no,capsule,pm-2019-03218-1-1,na
oral,05.10.2023,2023,authorised,TGA,approved,11.09.2024,2024,diseases of the circulatory system,<pulmonary hypertension>; <connective tissue diseases>; <heart diseases>,auspar-opsynvi-250623.pdf,small molecule,opsynvi,"maintenance treatment of pulmonary arterial hypertension (pah, who group 1) in adult patients of who functional class (fc) ii and iii whose pah is idiopathic, heritable or associated with connective tissue disease or congenital heart disease with repaired shunts.",no,"maintenance treatment of pulmonary arterial hypertension (pah, who group 1) in adult patients of who functional class (fc) ii, iii and iv who are on stable doses of macitentan 10 mg and tadalafil 40 mg (20 mg x 2) as separate tablet.",<pulmonary hypertension>,janssen-cilag pty ltd,janssen-cilag,420130,"macitentan, tadalafil",yes,no,tablet,pm-2023-03702-1-3,
oral,,,authorised,TGA,approved,19.04.2011,2011,diseases of the respiratory system; diseases of the eye and adnexa,<allergic rhinitis>,auspar-oralair.pdf,other,oralair tablet,"treatment of grass pollen allergic rhinitis with or without conjunctivitis in adults, adolescents and children (above the age of 5) with clinically relevant symptoms, confirmed by a positive cutaneous test and/or a positive titre of the specific ige to the grass pollen.",no,"treatment of grass pollen allergic rhinitis with or without conjunctivitis in adults, adolescents and children (above the age of 5) with clinically relevant symptoms, confirmed by a positive cutaneous test and/or a positive titre of the specific ige to the grass pollen.",<allergic rhinitis>,helex-a pty ltd,helex,"167565, 167566",allergen pollen extract of 5 grasses,yes,no,tablet,pm-2009-03500-3-2,
intravenous,,,authorised,TGA,approved,23.03.2011,2011,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>; <juvenile idiopathic arthritis>,auspar-orencia-1.pdf,biologics,orencia,"treatment of moderate to severe active rheumatoid arthritis in adult patients with insufficient response or intolerance to other dmards; treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate; reducing signs and symptoms in paediatric patients with polyarticular juvenile idiopathic arthritis.",yes,"treatment of severe, active and progressive rheumatoid arthritis in adults not previously treated with methotrexate.",<rheumatoid arthritis>,bristol-myers squibb australia pty ltd,bristol-myers squibb,130100,abatacept,yes,no,powder,pm-2010-00413-3-3,
intravenous,,,authorised,TGA,approved,04.03.2010,2010,diseases of the musculoskeletal system and connective tissue,<rheumatoid arthritis>; <juvenile idiopathic arthritis>,auspar-orencia.pdf,biologics,orencia,treatment of moderate to severe active rheumatoid arthritis in adult patients and reducing signs and symptoms in paediatric patients 6 years of age and older with moderately to severely active polyarticular juvenile idiopathic arthritis.,yes,reducing signs and symptoms in paediatric patients 6 years of age and older with moderately to severely active polyarticular juvenile idiopathic arthritis.,"<arthritis, juvenile>",bristol-myers squibb australia pty ltd,bristol-myers squibb,,abatacept,no,no,powder,pm-2008-03683-3-3,na
oral,,,authorised,TGA,approved,15.10.2010,2010,"endocrine, nutritional, and metabolic diseases",<hereditary tyrosinemia type 1>,auspar-orfadin.pdf,small molecule,orfadin,for the treatment of patients with hereditary tyrosinaemia type 1 in combination with dietary restriction of tyrosine and phenylalanine.,no,for the treatment of patients with hereditary tyrosinaemia type 1 in combination with dietary restriction of tyrosine and phenylalanine.,<hereditary tyrosinemia type 1>,orphan australia pty ltd,orphan,"164163, 164173, 164174",nitisinone,yes,yes,capsule,pm-2009-02266-3-3,
oral,10.01.2018,2018,authorised,TGA,approved,03.07.2018,2018,neoplasms; diseases of the respiratory system,<lung neoplasms>,auspar-osimertinib-mesilate-190822.pdf,small molecule,tagrisso,first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) whose tumours have activating epidermal growth factor receptor (egfr) mutations.,yes,first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) whose tumours have activating epidermal growth factor receptor (egfr) mutations.,<lung neoplasms>,astrazeneca pty ltd,astrazeneca,255492 and 255493,osimertinib mesilate,yes,no,tablet,pm-2017-04579-1-4,
subcutaneous,03.10.2023,2023,authorised,TGA,approved,20.06.2024,2024,"endocrine, nutritional, and metabolic diseases",<primary hyperoxaluria type 1>,auspar-oxlumo-250611.pdf,small molecule,oxlumo,treatment of primary hyperoxaluria type 1 (ph1) in all age groups,no,treatment of primary hyperoxaluria type 1 (ph1) in all age groups,<primary hyperoxaluria>,medison pharma australia pty ltd,medison,421050,lumasiran,no,yes,solution,pm-2023-03742-1-3,na
oral,,,authorised,TGA,approved,14.07.2016,2016,diseases of the nervous system,<restless legs syndrome>,auspar-oxycodone-170607.pdf,small molecule,targin,second line symptomatic treatment of patients with severe to very severe idiopathic restless legs syndrome after failure of dopaminergic therapy.,yes,symptomatic treatment of patients with moderate to severe idiopathic restless legs syndrome (rls) insufficiently treated with dopaminergic therapy.,<restless legs syndrome>,mundipharma pty ltd,mundipharma,243252 and 243272,oxycodone/naloxone,no,no,tablet,pm-2015-1090-1-1,na
oral,31.07.2019,2019,authorised (under additional monitoring),TGA,approved,16.07.2020,2020,diseases of the nervous system,"<multiple sclerosis, relapsing-remitting>",auspar-ozanimod-hydrochloride-201125.pdf,small molecule,zeposia,treatment of adult patients with relapsing forms of multiple sclerosis,no,treatment of adult patients with relapsing forms of multiple sclerosis,"<multiple sclerosis, relapsing-remitting>",celgene pty ltd,celgene,318800 ; 318801,ozanimod hydrochloride,no,no,capsule,pm-2019-02397-1-1,na
ocular,,,withdrawn,TGA,withdrawn,12.07.2011,2011,diseases of the eye and adnexa,not reported,auspar-ozurdex.pdf,biologics,ozurdex,na,yes,treatment of adult patients with macular oedema due to either central retinal vein occlusion (crvo) or branch retinal vein occlusion (brvo).,<macular edema>; <retinal vein occlusion>,allergan australia pty ltd,allergan,,dexamethasone,yes,no,implant,pm-2009-00795-3-5,
oral,25.04.2016,2016,authorised,TGA,approved,28.04.2017,2017,neoplasms,<breast neoplasms>,auspar-palbociclib-180430.pdf,small molecule,ibrance,"treatment of hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative advanced or metastatic breast cancer in combination with an aromatase inhibitor or fulvestrant",no,"treatment of hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative advanced or metastatic breast cancer",<breast neoplasms>,pfizer australia pty ltd,pfizer,"274624, 274623, 274622, 274621, 274620 and 274619",palbociclib,no,no,capsule,pm-2016-01317-1-4,na
oral,,,authorised,TGA,approved,24.12.2010,2010,diseases of the musculoskeletal system and connective tissue,<chronic pain>,auspar-palexia-sr.pdf,small molecule,palexia sr,for the management of moderate to severe chronic pain unresponsive to non-narcotic analgesia.,no,for the management of moderate to severe chronic pain unresponsive to non-narcotic analgesia.,not reported,csl ltd,csl,"165332, 165346, 165347, 165356, 165357",tapentadol,no,no,tablet,pm-2009-02489-3-1,na
oral,,,authorised,TGA,approved,17.11.2010,2010,other,not reported,auspar-palexia.pdf,small molecule,palexia ir,relief of moderate to severe pain,no,relief of moderate to severe pain,not reported,csl pty ltd,csl,"165310, 165317, 165318",tapentadol,no,no,tablet,pm-2009-02488-3-1,na
oral,,,withdrawn,TGA,withdrawn,22.10.2012,2012,mental and behavioural disorders,not reported,auspar-paliperidone-130520.pdf,small molecule,invega,na,yes,treatment of schizophrenia in adolescents aged from 12 to 17 years,<schizophrenia>,janssen-cilag pty ltd,janssen-cilag,"130502, 130714, 130717, 130732",paliperidone,no,no,tablet,pm-2011-02378-3-1,na
intramuscular,,,authorised,TGA,approved,20.09.2017,2017,mental and behavioural disorders,<schizophrenia>,auspar-paliperidone-palmitate-171013.pdf,small molecule,invega trinza and trevicta,indicated for the maintenance treatment of schizophrenia in adult patients who have been adequately treated with the 1 month paliperidone palmitate injectable product for at least four months.,yes,for the treatment of schizophrenia in adult patients who have been adequately treated with the 1 month paliperidone palmitate injectable product for at least four months.,<schizophrenia>,janssen-cilag pty ltd,janssen-cilag,"261332, 261406, 261407, 261408, 261409, 261410, 261411, 261412",paliperidone palmitate,no,no,suspension,pm-2015-02788-1-1,na
intravenous,,,authorised,TGA,approved,20.08.2013,2013,neoplasms,<neoplasms>,auspar-palonosetron-hydrochloride-140107.pdf,small molecule,aloxi,prevention of nausea and vomiting induced by cytotoxic chemotherapy,no,prevention of nausea and vomiting induced by cytotoxic chemotherapy,not reported,specialised therapeutics australia pty ltd,specialised therapeutics,114185,palonosetron hydrochloride,yes,no,solution,pm-2012-02735-3-4,
intramuscular,,,authorised,TGA,approved,23.08.2010,2010,infectious and parasitic diseases,<influenza>,auspar-pandemic-influenza.pdf,vaccine,pandemic influenza vaccine h5n1 baxter,prophylaxis of influenza in an officially declared pandemic situation.,no,prophylaxis of influenza in an officially declared pandemic situation.,<influenza>,baxter healthcare pty ltd,baxter,153381,pandemic influenza vaccine,no,no,suspension,pm-2009-1961-2,na
intramuscular,,,authorised,TGA,approved,09.08.2010,2010,infectious and parasitic diseases,<influenza>,auspar-pandemic.pdf,vaccine,pandemrix h1n1 pandemic influenza vaccine,prophylaxis of influenza in an officially declared pandemic situation,no,prophylaxis of influenza in an officially declared pandemic situation,<influenza>,glaxosmithkline australia pty ltd,glaxosmithkline,174554,influenza virus haemagglutinin [h1n1],yes,no,solution,pm-2009-03526-3-2,
intravenous,,,authorised,TGA,approved,21.12.2011,2011,neoplasms; diseases of the digestive system,<colorectal neoplasms>,auspar-panitumumab-120507-01.pdf,biologics,vectibix,treatment of patients with wild-type kras metastatic colorectal cancer (mcrc) in combination with chemotherapy,yes,treatment of patients with wild-type kras metastatic colorectal cancer (mcrc) in combination with chemotherapy,<colorectal neoplasms>,amgen australia pty ltd,amgen,"128331, 128332 and 128270",panitumumab,yes,no,solution,pm-2010-01972-3-4,
oral,01.12.2014,2014,authorised,TGA,approved,23.03.2016,2016,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,auspar-panobinostat-lactate-181022.pdf,small molecule,farydak,treatment of adult patients with relapsed and/or refractory multiple myeloma who have received at least two prior regimens including bortezomib and an immunomodulatory agent,no,"treatment of patients with multiple myeloma, who have received at least 1 prior therapy",<multiple myeloma>,novartis pharmaceuticals australia pty ltd,novartis,"229941, 230845, 230844",panobinostat,no,yes,capsule,pm-2014-03146-1-4,na
oral,,,authorised,TGA,approved,17.11.2016,2016,infectious and parasitic diseases,<hepatitis c>,auspar-paritaprevir-ritonavir-ombitasvir-171005.pdf,small molecule,technivie,treatment of adult patients with genotype 4 chronic hepatitis c virus (hcv) infection,yes,treatment of genotype 4 chronic hepatitis c virus (hcv) infection without cirrhosis,<chronic hepatitis c>,abbvie pty ltd,abbvie,263912,paritaprevir / ritonavir / ombitasvir,no,no,tablet,pm-2015-03141-1-2,na
oral,,,authorised,TGA,approved,01.07.2015,2015,infectious and parasitic diseases,<chronic hepatitis c>,auspar-paritaprevir-ritonavir-ombitasvir-dasabuvir-as-sodium-salt-and-ribavirin-170324.pdf,small molecule,viekira pak -rbv,"treatment of genotype 1 chronic hepatitis c infection, including patients with compensated cirrhosis",no,"treatment of genotype 1 chronic hepatitis c infection, including patients with cirrhosis",<chronic hepatitis c>; <liver cirrhosis>,abbvie pty ltd,abbvie,"224636, 224637, 224638, 234434, 234442",paritaprevir / ritonavir / ombitasvir and dasabuvir (as sodium salt) / ribavirin,no,no,tablet,pm-2014-01438-1-2,na
oral,,,authorised,TGA,approved,01.07.2015,2015,infectious and parasitic diseases,<chronic hepatitis c>,auspar-paritaprevir-ritonavir-ombitasvir-dasabuvir-sodium-salt-170324.pdf,small molecule,viekira pak,"treatment of genotype 1 chronic hepatitis c infection, including patients with compensated cirrhosis",no,"treatment of genotype 1 chronic hepatitis c infection, including patients with cirrhosis",<hepatitis c>,abbvie pty ltd,abbvie,224612,paritaprevir / ritonavir / ombitasvir / dasabuvir,no,no,tablet,pm-2014-01436-1-2,na
subcutaneous,,,authorised,TGA,approved,28.10.2013,2013,"endocrine, nutritional, and metabolic diseases",<cushing syndrome>,auspar-pasireotide-diaspartate-140327.pdf,peptides and proteins,signifor,the treatment of patients with cushing’s disease for whom medical therapy is appropriate,no,the treatment of patients with cushing’s disease for whom medical therapy is appropriate,<cushing syndrome>,novartis pharmaceuticals australia pty ltd,novartis,"201484, 201485, 201486",pasireotide,no,yes,solution,pm-2012-02743 -3-5,na
