 Origin,Document_name,Marketing_authorisation_number,EMA_product_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Decisions_number,Nonclinical_abridged,Referral_body,Referral,Nonclinical_pharmacology_invitro,Nonclinical_pharmacology_species,Nonclinical_pharmacology_strain,Nonclinical_pharmacology_model,Nonclinical_pharmacology_sex,Nonclinical_pharmacology_outcomes,Nonclinical_pharmacology_adverse_findings,Nonclinical_pharmacokinetics_species,Nonclinical_pharmacokinetics_strain,Nonclinical_pharmacokinetics_model,Nonclinical_pharmacokinetics_sex,Nonclinical_pharmacokinetics_findings,Nonclinical_pharmacokinetics_outcomes,Nonclinical_toxicology_species,Nonclinical_toxicology_strain,Nonclinical_toxicology_model,Nonclinical_toxicology_sex,Nonclinical_toxicology_outcomes,Nonclinical_toxicology_outcomes,Nonclinical_toxicology_adverse_events,Sex_reported_allgemein,Sex,Comment,
Japan,000232793.pdf,232793,NA,Evenity Subcutaneous Injection 105 mg Syringe,Romosozumab (Genetical Recombination),Amgen Astellas BioPharma K.K.,Biologics,solution for injection in pre-filled syringe,subcutaneous,approved,authorised,03.12.2018,no ,no,Not reported,Osteoporosis with a high risk of fracture,Diseases of the musculoskeletal system and connective tissue,19.12.2016,not reported,no,NA,NA,yes,"rat, monkey","cynomolgus monkey, Sprague Dawley rat"," rat and monkey models of osteoporosis, ovariectomized rats and monkeys","female, male",,,"rat, monkey",not reported,Not reported,both,,,"rat, monkey","cynomolgus monkey, Sprague Dawley rat",Not reported,both,,,,,,,
Japan,000222576.pdf,222576,NA,Vemlidy Tablets 25 mg,Tenofovir Alafenamide Fumarate,Gilead Sciences K.K.,Small molecule,tablet,oral,approved,authorised,11.11.2016,no ,no,Not reported,Suppression of hepatitis B virus replication in chronic hepatitis B patients with evidence of viral replication and abnormal liver function,"Infectious and parasitic diseases, Diseases of the digestive system",31.03.2016,not reported,yes,Japan,"Tenozet Tablets 300 mg,” “Complera Combination Tablets,” and “Genvoya Combination Tablets",yes,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000252521.pdf,252521,NA,"Thaled Capsules 25, Thaled Capsules 50, Thaled Capsules 100",Thalidomide ,Fujimoto Pharmaceutical Corporation,Small molecule,hard capsules,oral,approved,authorised,27.01.2021,yes,yes,Not reported,"Relapsed or refractory multiple myeloma, Erythema nodosum leprosum, Crow-Fukase (polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes [POEMS]) syndrome","Neoplasms, ""Endocrine, nutritional, and metabolic diseases"", Diseases of the nervous system, Diseases of the skin",26.03.2020,not reported,yes,Japan,"Thaled Capsules 25, Thaled Capsules 50, Thaled Capsules 100",NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000223202.pdf,223202,NA,"Opdivo Intravenous Infusion 20 mg, Opdivo Intravenous Infusion 100 mg",Nivolumab,"Ono Pharmaceutical Co., Ltd.",Biologics,solution for injection in a vial,intravenous,approved,authorised,05.08.2015,no ,yes,Not reported,"Treatment of unresectable malignant melanoma, Treatment of unresectable, advanced or recurrent non-small cell lung cancer, Treatment of unresectable or metastatic renal cell carcinoma","Neoplasms, Diseases of the respiratory system, Diseases of the genitourinary system, Diseases of the skin",11.12.2015,not reported,yes,Japan,"Opdivo Intravenous Infusion 20 mg, Opdivo Intravenous Infusion 100 mg",NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000227731.pdf,227731,NA,Amenalief Tab. 200 mg,Amenamevir,"Maruho Co., Ltd.",Small molecule,tablet,oral,approved,authorised,08.05.2017,no ,no,Not reported,Herpes zoster,"Infectious and parasitic diseases, Diseases of the nervous system, Diseases of the skin",27.04.2016,not reported,no,NA,NA,yes,"mouse, guinea pig, dog","ICR mouse, beagle dog","mouse HSV-1 skin infection model, guinea pig HSV-2 vaginal infection model",both,,,"mouse, dog, rat","albino mice, pigmented mice",Not reported,both,,,"mouse, dog, rat, rabbit",not reported,Not reported,both,,,,,,,
Japan,000217011.pdf,217011,NA,"Artist Tablets 2.5 mg, Artist Tablets 10 mg, Artist Tablets 20 mg",Carvedilol,"Daiichi Sankyo Company, Limited",Small molecule,tablet,oral,approved,authorised,10.07.2015,no ,yes,Not reported," Patients with the following conditions who are receiving basic treatment with angiotensin-converting enzyme inhibitors, diuretics, digitalis preparations, etc. Chronic heart failure caused by ischemic heart disease or dilated cardiomyopathy Tachycardiac atrial fibrillation, Essential hypertension (mild to moderate) Renal parenchymal hypertension, Angina pectoris, Patients with the following conditions who are receiving basic treatment with angiotensin-converting, enzyme inhibitors, diuretics, digitalis preparations, etc. Chronic heart failure caused by ischemic heart disease or dilated cardiomyopathy, Tachycardiac atrial fibrillation, Essential hypertension (mild to moderate), Renal parenchymal hypertension, Angina pectoris, Tachycardiac atrial fibrillation","Diseases of the blood and blood-forming organs, Diseases of the genitourinary system",20.10.2014,not reported,yes,Japan,"Artist Tablets 2.5 mg, Artist Tablets 10 mg, Artist Tablets 20 mg",NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000213143.pdf,213143,NA,"Actair House Dust Mite Sublingual Tablets 100 units, Actair House Dust Mite Sublingual Tablets 300 units ",None,"Shionogi & Co., Ltd.",Small molecule,tablet,oral,approved,authorised,21.01.2015,no ,no,Not reported,Desensitization therapy for house dust mite antigen-induced allergic rhinitis,Other,24.04.2014,not reported,no,NA,NA,no,mouse,not reported,mite antigen-induced asthma mouse model,not reported,,,NA,NA,NA,NA,,,"rat, dog",Sprague Dawley rat,Not reported,both,,,,,,,
Japan,000214453.pdf,214453,NA,"Miticure House Dust Mite Sublingual Tablets 3,300 JAU;, Miticure House Dust Mite Sublingual Tablets 10,000 JAU",None,"Torii Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,31.08.2015,no ,no,Not reported,Desensitization therapy for allergic rhinitis induced by mite allergens,Other,26.01.2015,not reported,yes,Japan,Miticure,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000153624.pdf,153624,NA,"Topiloric Tablets 20 mg, 40 mg, and 60 mg, Uriadec Tablets 20 mg, 40 mg, and 60 mg",Topiroxostat,"Fujiyakuhin Co., Ltd., Sanwa Kagaku Kenkyusho Co., Ltd.",Small molecule,tablet,oral,approved,authorised,26.04.2013,no ,no,Not reported,"Gout, hyperuricaemia",Diseases of the genitourinary system,26.06.2012,not reported,no,NA,NA,yes,"rat, mouse, monkey, dog",chimpanzee monkey,"rats with potassium oxonate-induced3 hyperuricaemia, mice with potassium oxonate-induced5 hyperuricaemia","male, both",,,"rat, dog, monkey",pigmented rat,Not reported,"both, male",,,"mouse, rat, dog, monkey, rabbit, guinea pig","CD-1 mouse, beagle dog, cynomolgus monkey, Sprague Dawley rat, Dunkin Hartley guinea pig, Long Evans rat, BALB/c mouse",Not reported,both,,,,,,,
Japan,000233404.pdf,233404,NA,Yervoy Injection 50 mg (for intravenous use),Ipilimumab (Genetical Recombination),Bristol-Meyers Squibb K.K.,Biologics,solution for injection in a vial,intravenous,approved,authorised,03.08.2018,no ,yes,Not reported,"Unresectable malignant melanoma, Unresectable or metastatic renal cell carcinoma","Neoplasms, Diseases of the genitourinary system, Diseases of the skin",15.01.2018,not reported,yes,Japan,Yervoy Injection 50 mg (for intravenous use),NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000233403.pdf,233403,NA,"Opdivo Intravenous Infusion 20 mg, Opdivo Intravenous Infusion 100 mg, Opdivo Intravenous Infusion 240 mg",Nivolumab (Genetical Recombination),"Ono Pharmaceutical Co., Ltd.",Biologics,solution for injection in a vial,intravenous,approved,authorised,03.08.2018,yes,yes,Not reported,"Treatment of unresectable malignant melanoma, Treatment of unresectable, advanced or recurrent non-small cell lung cancer, Treatment of unresectable or metastatic renal cell carcinoma, Treatment of relapsed or refractory classical Hodgkin lymphoma, Treatment of recurrent or distant metastatic head and neck cancer, Treatment of unresectable, advanced or recurrent gastric cancer that has progressed after cancer chemotherapy, Treatment of unresectable, advanced or recurrent malignant pleural mesothelioma that has progressed after cancer chemotherapy","Neoplasms, Diseases of the blood and blood-forming organs, Diseases of the digestive system, Diseases of the genitourinary system","22.12.2017, 15.01.2018, 25.07.2018",not reported,yes,Japan,"Opdivo Intravenous Infusion 20 mg, Opdivo Intravenous Infusion 100 mg, Opdivo Intravenous Infusion 240 mg",NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000225702.pdf,225702,NA,Loqoa Tape,Esflurbiprofen (JAN*)/Mentha Oil,"Taisho Pharmaceutical Co., Ltd.",Small molecule,plaster,epicutaneous,approved,authorised,31.08.2015,no ,no,Not reported,Relief of pain and inflammation associated with osteoarthritis,Diseases of the musculoskeletal system and connective tissue,20.10.2014,not reported,no,NA,NA,yes,"dog, mouse, rat, rabbit, frog",beagle dog,"animal models of gonarthritis, animal models of vascular hyperpermeability, animal models of adjuvant arthritis",male,,,"rat, dog","albino rat, pigmented rat",Not reported,both,,,"rat, dog, rabbit, mouse, guinea pig","Sprague Dawley rat, beagle dog, ICR mouse, Dunkin Hartley guinea pig",Not reported,both,,,,,,,
Japan,000233503.pdf,233503,NA,"Lonsurf Combination Tablets T15, Lonsurf Combination Tablets T20",Trifluridine and Tipiracil Hydrochloride,"Taiho Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,17.07.2019,no ,yes,Not reported,Unresectable advanced or recurrent colorectal cancer Unresectable advanced or recurrent gastric cancer progressing after cancer chemotherapy,"Neoplasms, Diseases of the digestive system",17.08.2018,not reported,yes,Japan,"Lonsurf Combination Tablets T15, Lonsurf Combination Tablets T20",NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000153735.pdf,153735,NA,"Kadcyla Intravenous Infusion 100 mg, Kadcyla Intravenous Infusion 160 mg",Trastuzumab Emtansine (Genetical Recombination),"Chugai Pharmaceutical Co., Ltd.",Biologics,"powder for oral suspension, powder for solution for infusion",intravenous,approved,authorised,02.09.2013,no ,no,Not reported,HER2-positive inoperable or recurrent breast cancer,Neoplasms,29.01.2013,not reported,no,NA,NA,yes,"mouse, monkey, rat","nude mouse, SCID mouse, cynomolgus monkey","athymic mouse, ",both,,,"mouse, rat, monkey","nude mouse, cynomolgus monkey",Not reported,both,,,"monkey, rat","cynomolgus monkey, Sprague Dawley rat",Not reported ,both,,,,,,,
Japan,000270669.pdf,270669,NA,Daichirona for Intramuscular Injection,"Coronavirus (SARS-CoV-2) RNA Vaccine (Active ingredients: (a) Ufrenmeran, (b) MAFB-7256a)","Daiichi Sankyo Company, Limited",Vaccine,solution for injection in a vial,intramuscular,approved,authorised,17.11.2023,no ,yes,Not reported,"Prevention of disease caused by SARS-CoV-2 infection (COVID-19) The indication applies to the following vaccine products: Vaccine product containing mRNA encoding spike protein of SARS-CoV-2 (the original strain), Vaccine product containing mRNA encoding spike protein of SARS-CoV-2 (the Omicron variant)",Infectious and parasitic diseases,07.09.2023,not reported,yes,Japan,Daichirona for Intramuscular Injection,no,mouse,BALB/c mouse,Not reported,female,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000237467.pdf,237467,NA,Viltepso Intravenous Infusion 250 mg,Viltolarsen,"Nippon Shinyaku Co., Ltd.",Cell and gene therapy,solution for injection in a vial,intravenous,approved,authorised,28.02.2020,yes,no,Not reported,Duchenne muscular dystrophy with a deletion in the dystrophin gene amenable to exon 53 skipping therapy,Diseases of the musculoskeletal system and connective tissue,26.09.2019,not reported,no,NA,NA,yes,"monkey, rat","cynomolgus monkey, Sprague Dawley rat",Not reported,male,,,"rat, mouse, monkey",cynomolgus monkey,male X chromosome-linked muscular dystrophy mice,male,,,"rat, monkey, mouse","cynomolgus monkey, CD-1 mouse",Not reported,male,,,,,,,
Japan,000221104.pdf,221104,NA,"Cyramza Injection 100 mg, Cyramza Injection 500 mg",Ramucirumab (Genetical Recombination),Eli Lilly Japan K.K.,Biologics,solution for injection in a vial,intravenous,approved,authorised,17.05.2016,no ,yes,Not reported,"Unresectable advanced/recurrent gastric cancer, Unresectable advanced/recurrent non-small cell lung cancer","Neoplasms, Diseases of the respiratory system, Diseases of the digestive system",23.07.2015,not reported,yes,Japan,"Cyramza Injection 100 mg, Cyramza Injection 500 mg",yes,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000217925.pdf,217925,NA,"Repatha SC Injection 140 mg Syringe, Repatha SC Injection 140 mg Pen",Evolocumab (Genetical Recombination),Amgen Astellas BioPharma K.K.,Biologics,"solution for injection in pre-filled pen, solution for injection in pre-filled syringe",subcutaneous,approved,authorised,27.11.2015,no ,no,Not reported,"Hypercholesterolemia and heterozygous familial hypercholesterolemia, Homozygous familial hypercholesterolemia, The product should be used only in patients who have had an inadequate response to conventional therapies.","""Endocrine, nutritional, and metabolic diseases"", Congenital malformations and chomosomal abnormalities",20.03.2015,not reported,no,NA,NA,yes,"hamster, monkey","golden Syrian hamster, cynomolgus monkey",Not reported,male,,,monkey,not reported,Not reported,both,,,"monkey, hamster, rabbit","cynomolgus monkey, golden Syrian hamster",Not reported,both,,,,,,,
Japan,000214531.pdf,214531,NA,"Ofev Capsules 100 mg, Ofev Capsules 150 mg",Nintedanib Ethanesulfonate,"Nippon Boehringer Ingelheim Co., Ltd.",Small molecule,hard capsules,oral,approved,authorised,20.05.2015,yes,no,Not reported,Idiopathic pulmonary fibrosis,Diseases of the respiratory system,14.10.2014,not reported,no,NA,NA,yes,"rat, mouse, monkey, pig",cynomolgus monkey,"rat bleomycin-induced lung fibrosis model, mouse bleomycin-induced lung fibrosis model, mouse silica-induced lung fibrosis model",both,,,"mouse, rat, rabbit, monkey","cynomolgus monkey, rhesus monkey, albino rat, pigmented rat",Not reported,both,,,"rat, mouse, dog, monkey, rabbit","beagle dog, cynomolgus monkey, rhesus monkey, ICR mouse, Wistar Hannover rat, CD-1 mouse, Himalayan rabbit, New Zealand White rabbit",Not reported,both,,,,,,,
Japan,000263434.pdf,263434,NA,Perjeta Intravenous Infusion 420 mg/14 mL,Pertuzumab (Genetical Recombination),"Chugai Pharmaceutical Co., Ltd.",Biologics,solution for injection in a vial,intravenous,approved,authorised,09.02.2022,no ,yes,Not reported,"HER2-positive breast cancer, Unresectable advanced or recurrent HER2-positive colorectal cancer that has progressed after cancer chemotherapy",Neoplasms,26.04.2021,not reported,yes,Japan,Perjeta Intravenous Infusion 420 mg/14 mL,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
Japan,000228334.pdf,228334,NA,Spinraza Intrathecal injection 12 mg,Nusinersen Sodium,Biogen Japan Ltd.,"Other, Biologics",solution for injection in a vial,intrathecal,approved,authorised,31.05.2017,yes,no,Not reported,Infantile spinal muscular atrophy,Diseases of the musculoskeletal system and connective tissue,07.12.2016,not reported,no,NA,NA,yes,"mouse, monkey, rat","SMN2 mice, C/C mice, cynomolgus monkey, Sprague Dawley rat",mouse models of SMA,both,,,"monkey, rabbit, mouse",cynomolgus monkey,Not reported,both,,,"monkey, mouse, rabbit","cynomolgus monkey, CD-1 mouse, New Zealand White rabbit",Not reported,both,,,,,,,
Japan,000206796.pdf,206796,NA,Suglat Tablets 25 mg and 50 mg,Ipragliflozin L-Proline,Astellas Pharma Inc.,Small molecule,tablet,oral,approved,authorised,29.11.2013,no ,no,Not reported,Type 2 diabetes mellitus,"""Endocrine, nutritional, and metabolic diseases""",13.03.2013,not reported,no,NA,NA,yes,"mouse, rat, monkey",not reported,"diabetes model mice, nicotinamide/streptozotocin-treated mice10 (NA/STZ mice), db/db mice, KK-Ay mice",male,,,"rat, monkey, mouse, rabbit, dog","albino rat, pigmented rat",Not reported,"both, male",,,"rat, monkey, rabbit, guinea pig","Sprague Dawley rat, cynomolgus monkey, New Zealand White rabbit, Dunkin Hartley guinea pig","B6C3F1 mice, F344 rats",both,,,,,,,
Japan,000274240.pdf,274240,NA,Spikevax Intramuscular Injection,Coronavirus (SARS-CoV-2) RNA Vaccine,,Vaccine,suspension for injection,intramuscular,approved,authorised,05.10.2023,no ,no,Not reported,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,25.05.2023,not reported,yes,Japan,Spikevax Intramuscular Injection,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,,NA,NA,NA,NA,,,,,,,
