Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
intravenous,09.09.2019,2019,authorised,japan,approved,26.02.2020,2020,neoplasms,000238706.pdf,biologics,enhertu,unresectable or recurrent her2-positive breast cancer previously treated with chemotherapy,<breast neoplasms>,no,unresectable or recurrent her2-positive breast cancer previously treated with trastuzumab emtansine,<breast neoplasms>,"daiichi sankyo company, limited",daiichi sankyo,,trastuzumab deruxtecan,no,no,injection,,na,PMDA
intravenous,28.04.2020,2020,authorised,japan,approved,20.08.2020,2020,neoplasms; diseases of the digestive system,000238707.pdf,biologics,enhertu,unresectable advanced or recurrent her2-positive gastric cancer that has progressed after cancer chemotherapy,<gastric cancer>,yes,unresectable advanced or recurrent her2-positive gastric cancer that has progressed after cancer chemotherapy,<stomach neoplasms>,"daiichi sankyo company, limited",daiichi sankyo,,trastuzumab deruxtecan,yes,no,injection,,,PMDA
oral,12.12.2019,2019,authorised,japan,approved,28.05.2020,2020,neoplasms; diseases of the respiratory system,000238885.pdf,small molecule,tabrecta,met exon 14 skipping mutation-positive unresectable advanced or recurrent non-small cell lung cancer,<non-small cell lung cancer>,no,met mutation-positive unresectable advanced or recurrent non-small cell lung cancer,<non-small cell lung carcinoma>,novartis pharma k.k.,novartis,,capmatinib hydrochloride hydrate,no,yes,tablet,,na,PMDA
subcutaneous,25.05.2018,2018,authorised,japan,approved,22.02.2019,2019,diseases of the skin; diseases of the musculoskeletal system and connective tissue,000239461.pdf,biologics,skyrizi,"treatment of psoriasis vulgaris, psoriatic arthritis, pustular psoriasis, and erythrodermic psoriasis in patients with inadequate response to conventional therapies",<psoriasis>; <psoriatic arthritis>,no,"treatment of psoriasis vulgaris, psoriatic arthritis, pustular psoriasis, and erythrodermic psoriasis in patients with inadequate response to conventional therapies","<psoriasis>; <arthritis, psoriatic>",abbvie gk,abbvie,,risankizumab,no,no,solution,,na,PMDA
oral,28.03.2018,2018,authorised,japan,approved,30.01.2019,2019,neoplasms,000239551.pdf,small molecule,erleada,non-metastatic castration-resistant prostate cancer,<prostatic neoplasms>,no,castration-resistant prostate cancer,<prostatic neoplasms>,janssen pharmaceutical k.k.,janssen,,apalutamide,no,no,tablet,,na,PMDA
inhalation,10.07.2018,2018,authorised,japan,approved,19.04.2019,2019,infectious and parasitic diseases,000239716.pdf,small molecule,inavir,treatment of influenza a or b virus infection,<influenza>,no,treatment of influenza a or b virus infection,<influenza>,"daiichi sankyo company, limited",daiichi sankyo,,laninamivir octanoate hydrate,yes,no,suspension,,,PMDA
intravenous,26.03.2020,2020,authorised,japan,approved,04.09.2020,2020,neoplasms; diseases of the respiratory system,000239770.pdf,biologics,akalux,unresectable locally advanced or recurrent head and neck cancer,<head and neck neoplasms>,no,recurrent head and neck cancer,<head and neck neoplasms>,rakuten medical japan k.k.,rakuten,,cetuximab sarotalocan sodium,no,no,injection,,na,PMDA
oral,17.10.2018,2018,authorised,japan,approved,30.05.2019,2019,neoplasms; diseases of the blood and blood-forming organs,000240288.pdf,small molecule,vanflyta,relapsed or refractory flt3-itd mutation-positive acute myeloid leukemia,"<leukemia, myeloid, acute>",no,relapsed or refractory flt3-itd mutation-positive acute myeloid leukemia,"<leukemia, myeloid, acute>","daiichi sankyo company, limited",daiichi sankyo,,quizartinib hydrochloride,no,yes,tablet,,na,PMDA
oral,25.04.2018,2018,authorised,japan,approved,29.11.2018,2018,neoplasms; diseases of the skin,000240418.pdf,small molecule,braftovi,unresectable malignant melanoma with braf gene mutation,<melanoma>,no,unresectable malignant melanoma with braf gene mutation,<melanoma>,"ono pharmaceutical co., ltd.",ono,,encorafenib,no,yes,capsule,,na,PMDA
oral,25.04.2018,2018,authorised,japan,approved,29.11.2018,2018,neoplasms; diseases of the skin,000240419.pdf,small molecule,mektovi,unresectable malignant melanoma with braf gene mutation,<melanoma>,no,unresectable malignant melanoma with braf gene mutation,<melanoma>,"ono pharmaceutical co., ltd.",ono,,binimetinib,no,yes,tablet,,na,PMDA
inhalation,07.09.2018,2018,authorised,japan,approved,30.05.2019,2019,diseases of the respiratory system,000240531.pdf,small molecule,bevespi aerosphere,"relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) secondary to airway obstructive disorder",<chronic obstructive pulmonary disease>,no,"relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) secondary to airway obstructive disorder",<chronic obstructive pulmonary disease>,astrazeneca k.k.,astrazeneca,,glycopyrronium bromide /formoterol fumarate hydrate,no,no,aerosol,,na,PMDA
inhalation,04.09.2018,2018,authorised,japan,approved,30.05.2019,2019,diseases of the respiratory system,000240532.pdf,small molecule,breztri aerosphere,"relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) (requiring a combination therapy with an inhaled corticosteroid, an inhaled long-acting muscarinic antagonist, and an inhaled long-acting beta2 agonist)",<chronic obstructive pulmonary disease>,no,"relief of symptoms of chronic obstructive pulmonary disease (chronic bronchitis, emphysema) (requiring a combination therapy with an inhaled corticosteroid, an inhaled long-acting muscarinic antagonist, and an inhaled long-acting beta2 agonist)",<chronic obstructive pulmonary disease>,astrazeneca k.k.,astrazeneca,,budesonide/ glycopyrronium bromide /formoterol fumarate hydrate,no,no,aerosol,,na,PMDA
intravenous,14.12.2018,2018,authorised,japan,approved,06.06.2019,2019,neoplasms; diseases of the blood and blood-forming organs,000240736.pdf,biologics,darzalex,relapsed or refractory multiple myeloma,<multiple myeloma>,yes,relapsed or refractory multiple myeloma,<multiple myeloma>,janssen pharmaceutical k.k.,janssen,,daratumumab,yes,yes,solution,,,PMDA
intravenous; subcutaneous,14.12.2018,2018,authorised,japan,approved,,2019,neoplasms; diseases of the blood and blood-forming organs,000240737.pdf,small molecule,velcade,multiple myeloma; mantle cell lymphoma; primary macroglobulinemia and lymphoplasmacytic lymphoma,"<multiple myeloma>; <lymphoma, mantle-cell>; <waldenstrom macroglobulinemia>; <lymphoma, lymphoplasmacytic>",yes,multiple myeloma; mantle cell lymphoma; primary macroglobulinemia and lymphoplasmacytic lymphoma,"<multiple myeloma>; <lymphoma, mantle-cell>; <waldenstrom macroglobulinemia>; <lymphoma, lymphoplasmacytic>",janssen pharmaceutical k.k.,janssen,,bortezomib,yes,yes,lyophilisate,,,PMDA
cutaneous,31.01.2019,2019,authorised,japan,approved,25.10.2019,2019,diseases of the skin,000240793.pdf,small molecule,corectim,atopic dermatitis,"<dermatitis, atopic>",no,atopic dermatitis,"<dermatitis, atopic>",japan tobacco inc.,japan tobacco,,delgocitinib,no,no,ointment,,na,PMDA
oral,04.03.2020,2020,authorised,japan,approved,30.10.2020,2020,neoplasms; diseases of the digestive system,000240840.pdf,small molecule,braftovi,unresectable advanced or recurrent colorectal cancer with braf mutation that has progressed after cancer chemotherapy,<colorectal neoplasms>,yes,unresectable advanced or recurrent colorectal cancer with braf mutation,<colorectal neoplasms>,"ono pharmaceutical co., ltd.",ono,,encorafenib,no,no,capsule,,na,PMDA
oral,04.03.2020,2020,authorised,japan,approved,30.10.2020,2020,neoplasms; diseases of the digestive system,000240841.pdf,small molecule,mektovi,unresectable advanced or recurrent colorectal cancer with braf mutation that has progressed after cancer chemotherapy,<colorectal neoplasms>,yes,unresectable advanced or recurrent colorectal cancer with braf mutation,<colorectal neoplasms>,"ono pharmaceutical co., ltd.",ono,,binimetinib,no,no,tablet,,na,PMDA
intravenous,28.03.2019,2019,authorised,japan,approved,09.01.2020,2020,neoplasms; diseases of the digestive system,000241165.pdf,biologics,opdivo,"treatment of unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy; treatment of unresectable, advanced or recurrent esophageal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>; <esophageal neoplasms>,yes,"treatment of unresectable, advanced or recurrent microsatellite instability-high (msi-high) colorectal cancer that has progressed after cancer chemotherapy; treatment of unresectable, advanced or recurrent esophageal cancer that has progressed after cancer chemotherapy",<colorectal neoplasms>; <esophageal neoplasms>,"ono pharmaceutical co., ltd.",ono,,nivolumab,yes,no,injection,,,PMDA
oral,24.04.2019,2019,authorised,japan,approved,29.11.2019,2019,"endocrine, nutritional, and metabolic diseases",000241166.pdf,small molecule,orkedia,hypercalcaemia in patients with parathyroid carcinoma and hypercalcaemia in patients with primary hyperparathyroidism who are unable to undergo parathyroidectomy or patients with recurrent primary hyperparathyroidism after parathyroidectomy,"<hypercalcemia>; <parathyroid neoplasms>; <hyperparathyroidism, primary>",yes,hypercalcaemia in patients with parathyroid carcinoma and hypercalcaemia in patients with primary hyperparathyroidism who are unable to undergo parathyroidectomy or patients with recurrent primary hyperparathyroidism after parathyroidectomy,"<parathyroid neoplasms>; <hyperparathyroidism, primary>","kyowa kirin co., ltd.",kyowa kirin,,evocalcet,yes,yes,tablet,,,PMDA
oral,07.04.2020,2020,authorised,japan,approved,29.06.2020,2020,neoplasms; diseases of the blood and blood-forming organs,000241167.pdf,small molecule,velexbru,recurrent or refractory primary central nervous system lymphoma; waldenström’s macroglobulinemia and lymphoplasmacytic lymphoma,<central nervous system neoplasms>; <waldenstrom macroglobulinemia>; <lymphoma>,yes,recurrent or refractory primary central nervous system lymphoma; waldenström’s macroglobulinemia and lymphoplasmacytic lymphoma,"<central nervous system neoplasms>; <waldenstrom macroglobulinemia>; <lymphoma, lymphoplasmacytic>","ono pharmaceutical co., ltd.",ono,,tirabrutinib hydrochloride,yes,yes,tablet,,,PMDA
oral,07.01.2019,2019,authorised,japan,approved,21.05.2020,2020,diseases of the nervous system,000241414.pdf,small molecule,mayzent,prevention of relapsing secondary progressive multiple sclerosis and delay in the progression of associated physical disability,"<multiple sclerosis, relapsing-remitting>",no,prevention of relapsing secondary progressive multiple sclerosis and delay in the progression of associated physical disability,"<multiple sclerosis, relapsing-remitting>",novartis pharma k.k.,novartis,,siponimod,no,yes,tablet,,na,PMDA
intravenous,23.08.2019,2019,authorised,japan,approved,28.05.2020,2020,neoplasms; diseases of the blood and blood-forming organs,000242148.pdf,biologics,sarclisa,relapsed or refractory multiple myeloma,<multiple myeloma>,no,relapsed or refractory multiple myeloma,<multiple myeloma>,sanofi k.k.,sanofi,,isatuximab,no,no,injection,,na,PMDA
oral,31.01.2020,2020,authorised,japan,approved,30.10.2020,2020,diseases of the blood and blood-forming organs,000242285.pdf,small molecule,orladeyo,prevention of acute attacks of hereditary angioedema,"<angioedema, hereditary>",no,prevention of acute attacks of hereditary angioedema,"<angioedema, hereditary>","orphanpacific, inc.",orphanpacific,,berotralstat,no,yes,capsule,,na,PMDA
intravenous,29.09.2020,2020,authorised,japan,approved,25.02.2021,2021,"endocrine, nutritional, and metabolic diseases",000242410.pdf,biologics,izcargo,mucopolysaccharidosis type ii,<mucopolysaccharidoses>,no,mucopolysaccharidosis type ii,<mucopolysaccharidoses>,"jcr pharmaceuticals co., ltd.",jcr,,pabinafusp alfa,no,yes,lyophilisate,,na,PMDA
oral,11.03.2016,2016,authorised,japan,approved,30.05.2017,2017,diseases of the musculoskeletal system and connective tissue,000242825.pdf,small molecule,olumiant,rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,<rheumatoid arthritis>,no,rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,<rheumatoid arthritis>,eli lilly japan k.k.,eli lilly,,baricitinib,no,no,tablet,,na,PMDA
oral,27.11.2018,2018,authorised,japan,approved,11.12.2020,2020,"neoplasms; endocrine, nutritional, and metabolic diseases",000242929.pdf,small molecule,adlumiz,cancer cachexia,<cachexia>,no,improvement in body weight loss and anorexia in cancer cachexia,<cachexia>,"ono pharmaceutical co., ltd.",ono,,anamorelin hydrochloride,no,no,tablet,,na,PMDA
intravenous,29.03.2019,2019,authorised,japan,approved,05.11.2019,2019,neoplasms; diseases of the blood and blood-forming organs,000243154.pdf,biologics,adcetris,"the following cd30-positive diseases: hodgkin’s lymphoma, peripheral t-cell lymphoma",<hodgkin disease>; <peripheral t-cell lymphoma>,yes,"the following cd30-positive diseases: hodgkin’s lymphoma, peripheral t-cell lymphoma, relapsed or refractory anaplastic large-cell lymphoma",<hodgkin disease>; <peripheral t-cell lymphoma>; <anaplastic large-cell lymphoma>,takeda pharmaceutical company limited,takeda,,brentuximab vedotin,yes,yes,powder,,,PMDA
intramuscular,18.12.2020,2020,authorised,japan,approved,12.02.2021,2021,infectious and parasitic diseases,000243206.pdf,vaccine,comirnaty,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,no,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,pfizer japan inc.,pfizer,,coronavirus modified uridine rna vaccine,no,no,injection,,na,PMDA
oral,25.12.2020,2020,authorised,japan,approved,21.04.2021,2021,infectious and parasitic diseases; diseases of the respiratory system,000243207.pdf,small molecule,olumiant,pneumonia caused by sars-cov-2 infection (covid-19) (limited to patients requiring supplemental oxygen),<pneumonia>; <covid-19>,yes,disease caused by sars-cov-2 infection (covid-19),<covid-19>,eli lilly japan k.k.,eli lilly,,baricitinib,yes,no,tablet,,,PMDA
intravenous,04.05.2020,2020,authorised,japan,approved,07.05.2020,2020,infectious and parasitic diseases,000243209.pdf,small molecule,veklury,disease caused by sars-cov-2 infection (covid-19),<coronavirus infections>,no,disease caused by sars-cov-2 infection (covid-19),<covid-19>,gilead sciences k.k.,gilead,,remdesivir,yes,no,solution,,,PMDA
intramuscular,05.03.2021,2021,authorised,japan,approved,20.05.2021,2021,infectious and parasitic diseases,000243267.pdf,vaccine,covid-19 vaccine moderna,prevention of disease caused by sars-cov-2 infection (covid-19),<sars-cov-2 infections>,no,prevention of disease caused by sars-cov-2 infection (covid-19),<covid-19>,takeda pharmaceutical company limited,takeda,,coronavirus modified uridine rna vaccine,no,no,suspension,,na,PMDA
