Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Disease_name(s),Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
oral,17.12.2014,2014,authorised,PMDA,approved,28.08.2015,2015,Diseases of the blood and blood-forming organs; Diseases of the digestive system,000215708.pdf,Small molecule,Mulpleta,Improvement of thrombocytopenia associated with chronic liver disease in patients prior to elective invasive procedures,<Thrombocytopenia>; <Liver Diseases>,no,Thrombopoiesis stimulation prior to invasive procedures in patients with chronic liver disease,<Chronic Liver Disease>,"Shionogi & Co., Ltd.",Shionogi,000215708,Lusutrombopag,no,no,tablet,Not reported,NA
oral,12.11.2019,2019,authorised,PMDA,approved,26.02.2020,2020,Neoplasms; Diseases of the respiratory system,000236338.pdf,Small molecule,Tepmetko,"Unresectable, advanced or recurrent MET exon 14 skipping mutation-positive non-small cell lung cancer",<Non-Small Cell Lung Carcinoma>,no,"Unresectable, advanced or recurrent MET exon 14 skipping mutation-positive non-small cell lung cancer",<Non-Small Cell Lung Carcinoma>,"Merck Biopharma Co., Ltd.",Merck,000236338,Tepotinib Hydrochloride Hydrate,no,yes,tablet,Not reported,NA
intravenous,22.12.2015,2015,authorised,PMDA,approved,09.09.2016,2016,Neoplasms; Diseases of the skin,000226881.pdf,Biologics,Keytruda,Unresectable malignant melanoma,<Melanoma>,no,Unresectable or metastatic malignant melanoma,<Melanoma>,MSD K.K.,MSD,000226881,Pembrolizumab,no,yes,injection,Not reported,NA
subcutaneous,29.03.2010,2010,authorised,PMDA,approved,24.11.2010,2010,Diseases of the blood and blood-forming organs,000236304.pdf,Peptides and proteins,Romiplate,Chronic idiopathic thrombocytopenic purpura,"<Thrombocytopenic Purpura, Idiopathic>",no,Thrombocytopenia in adult patients with chronic immune-mediated (idiopathic) thrombocytopenic purpura,"<Thrombocytopenia>; <Purpura, Thrombocytopenic, Idiopathic>","Kyowa Hakko Kirin Co., Ltd.",Kyowa Hakko Kirin,000236304,Romiplostim,no,yes,solution,Not reported,NA
intravenous; subcutaneous,11.10.2021,2021,authorised,PMDA,approved,04.11.2021,2021,Infectious and parasitic diseases,000244786.pdf,Biologics,Ronapreve,Treatment and suppression of development of disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,yes,Treatment and prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2 Infections>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000244786,Casirivimab and Imdevimab,no,no,Injection,Not reported,NA
intravenous,24.12.2015,2015,authorised,PMDA,approved,09.09.2016,2016,Neoplasms; Diseases of the blood and blood-forming organs,000233297.pdf,Biologics,Empliciti,relapsed or refractory multiple myeloma,<Multiple Myeloma>,no,relapsed or refractory multiple myeloma,<Multiple Myeloma>,Bristol-Myers Squibb K.K.,Bristol-Myers Squibb,000233297,Elotuzumab,yes,yes,lyophilized powder,Not reported,Not reported
oral,07.04.2020,2020,authorised,PMDA,approved,29.06.2020,2020,Neoplasms; Diseases of the blood and blood-forming organs,000241167.pdf,Small molecule,Velexbru,Recurrent or refractory primary central nervous system lymphoma; Waldenström’s macroglobulinemia and lymphoplasmacytic lymphoma,<Central Nervous System Neoplasms>; <Waldenstrom Macroglobulinemia>; <Lymphoma>,yes,Recurrent or refractory primary central nervous system lymphoma; Waldenström’s macroglobulinemia and lymphoplasmacytic lymphoma,"<Central Nervous System Neoplasms>; <Waldenstrom Macroglobulinemia>; <Lymphoma, Lymphoplasmacytic>","Ono Pharmaceutical Co., Ltd.",Ono,000241167,Tirabrutinib Hydrochloride,yes,yes,tablet,Not reported,Not reported
oral,19.05.2023,2023,authorised,PMDA,approved,08.12.2023,2023,Diseases of the blood and blood-forming organs,000271107.pdf,Small molecule,Voydeya,Paroxysmal nocturnal hemoglobinuria,<Paroxysmal Nocturnal Hemoglobinuria>,no,Inhibition of extravascular hemolysis in patients with paroxysmal nocturnal hemoglobinuria,<Paroxysmal Nocturnal Hemoglobinuria>,Alexion Pharma GK,Alexion,000271107,Danicopan,no,yes,tablet,Not reported,NA
intravenous,18.09.2008,2008,authorised,PMDA,approved,23.04.2010,2010,Diseases of the musculoskeletal system and connective tissue,000153322.pdf,Biologics,Orencia,Rheumatoid arthritis (for use only in patients who have not adequately responded to conventional treatments),<Rheumatoid Arthritis>,no,Rheumatoid arthritis (for use only in patients who have not adequately responded to conventional treatments),<Rheumatoid Arthritis>,Bristol-Myers K.K.,Bristol-Myers,000153322,Abatacept,no,no,Lyophilized product,Not reported,NA
intravitreal,20.10.2021,2021,authorised,PMDA,approved,25.08.2022,2022,Diseases of the eye and adnexa,000264250.pdf,Biologics,Eylea,Age-related macular degeneration with subfoveal choroidal neovascularization; Macular edema secondary to retinal vein occlusion; Choroidal neovascularization in pathologic myopia; Diabetic macular edema; Neovascular glaucoma; Retinopathy of prematurity,"<Macular Degeneration>; <Macular Edema>; <Retinal Vein Occlusion>; <Myopia, Degenerative>; <Diabetic Macular Edema>; <Glaucoma, Neovascular>; <Retinopathy of Prematurity>",yes,Age-related macular degeneration with subfoveal choroidal neovascularization; Macular edema secondary to retinal vein occlusion; Choroidal neovascularization in pathologic myopia; Diabetic macular edema; Neovascular glaucoma; Retinopathy of prematurity,"<Macular Degeneration>; <Macular Edema>; <Retinal Vein Occlusion>; <Myopia, Degenerative>; <Diabetic Macular Edema>; <Glaucoma, Neovascular>; <Retinopathy of Prematurity>","Bayer Yakuhin, Ltd.",Bayer,000264250,Aflibercept,yes,no,solution,Not reported,Not reported
subcutaneous,31.07.2018,2018,authorised,PMDA,approved,28.05.2019,2019,Diseases of the blood and blood-forming organs,000236502.pdf,Biologics,Romiplate,Aplastic anemia that has not responded sufficiently to conventional treatments,<Aplastic Anemia>,yes,Aplastic anemia,<Aplastic Anemia>,"Kyowa Hakko Kirin Co., Ltd.",Kyowa Hakko Kirin,000236502,Romiplostim,yes,yes,Lyophilized powder,Not reported,Not reported
oral,14.12.2018,2018,authorised,PMDA,approved,22.02.2019,2019,Infectious and parasitic diseases,000238705.pdf,Small molecule,Biktarvy,Human immunodeficiency virus type 1 (HIV-1) infection,<Acquired Immunodeficiency Syndrome>,no,Human immunodeficiency virus type 1 (HIV-1) infection,<Acquired Immunodeficiency Syndrome>,Gilead Sciences K.K.,Gilead,000238705,Bictegravir Sodium/Emtricitabine/Tenofovir Alafenamide Fumarate,no,yes,tablet,Not reported,NA
oral,23.03.2018,2018,authorised,PMDA,approved,29.08.2018,2018,Neoplasms; Diseases of the blood and blood-forming organs,000228502.pdf,Small molecule,Xospata,FLT3 mutation-positive relapsed or refractory acute myeloid leukemia,"<Leukemia, Myeloid, Acute>",no,FLT3 mutation-positive relapsed or refractory acute myeloid leukemia,"<Leukemia, Myeloid, Acute>",Astellas Pharma Inc.,Astellas,000228502,Gilteritinib,no,yes,tablet,Not reported,NA
oral,14.09.2021,2021,authorised,PMDA,approved,30.05.2022,2022,Neoplasms; Diseases of the digestive system,000252522.pdf,Small molecule,Jeselhy,Gastrointestinal stromal tumor that has progressed after cancer chemotherapy,<Gastrointestinal Stromal Tumors>,no,Gastrointestinal stromal tumor that has progressed after cancer chemotherapy,<Gastrointestinal Stromal Tumors>,"Taiho Pharmaceutical Co., Ltd.",Taiho,000252522,Pimitespib,no,no,tablet,Not reported,NA
oral,30.05.2006,2006,authorised,PMDA,approved,30.05.2007,2007,Infectious and parasitic diseases; Diseases of the respiratory system,000153135.pdf,Small molecule,Geninax,"Laryngopharyngitis, tonsillitis, acute bronchitis, pneumonia, secondary infection of chronic respiratory disease, otitis media, sinusitis",<Laryngopharyngitis>; <Tonsillitis>; <Bronchitis>; <Pneumonia>; <Respiratory Tract Infections>; <Otitis Media>; <Sinusitis>,no,"Laryngopharyngitis, tonsillitis, acute bronchitis, pneumonia, secondary infection of chronic respiratory disease, otitis media, sinusitis",<Laryngopharyngitis>; <Tonsillitis>; <Bronchitis>; <Pneumonia>; <Respiratory Tract Infections>; <Otitis Media>; <Sinusitis>,"Toyama Chemical Co., Ltd.",Toyama,000153135,Garenoxacin Mesilate Hydrate,no,no,tablet,Not reported,NA
oral,31.08.2016,2016,authorised,PMDA,approved,21.04.2017,2017,Neoplasms; Diseases of the respiratory system,000228503.pdf,Small molecule,Xalkori,"ROS1-positive, unresectable, advanced or relapsed non-small-cell lung cancer",<Non-Small-Cell Lung Carcinoma>,yes,"ROS1-positive, unresectable, advanced or relapsed non-small-cell lung cancer",<Non-Small-Cell Lung Carcinoma>,Pfizer Japan Inc.,Pfizer,000228503,Crizotinib,no,yes,capsule,Not reported,NA
intravenous,18.08.2023,2023,authorised,PMDA,approved,01.08.2024,2024,Diseases of the nervous system,000275604.pdf,Biologics,Kisunla,To slow the progression of mild cognitive impairment and mild dementia due to Alzheimer’s disease,<Alzheimer Disease>,no,To slow the progression of mild cognitive impairment and mild dementia due to Alzheimer’s disease,<Alzheimer Disease>,Eli Lilly Japan K.K.,Eli Lilly,000275604,Donanemab,no,no,solution,Not reported,NA
oral,25.12.2013,2013,authorised,PMDA,approved,29.10.2014,2014,"Endocrine, nutritional, and metabolic diseases",000209718.pdf,Small molecule,Orfadin,Tyrosinemia type I,<Tyrosinemias>,no,Tyrosinemia type I,"<Tyrosinemia, Type I>",Astellas Pharma Inc.,Astellas,000209718,Nitisinone,no,Not reported,capsule,Not reported,NA
intravenous,22.09.2014,2014,authorised,PMDA,approved,24.04.2015,2015,Neoplasms; Diseases of the respiratory system,000216837.pdf,Other,Laserphyrin,Early-stage lung cancer; Primary malignant brain tumor; Local residual/recurrent oesophageal carcinoma after chemoradiotherapy or radiotherapy,<Lung Neoplasms>; <Brain Neoplasms>; <Esophageal Neoplasms>,yes,Local residual/recurrent oesophageal carcinoma after chemoradiotherapy or radiotherapy,<Oesophageal Neoplasms>,"Meiji Seika Pharma Co., Ltd.",Meiji,000216837,Talaporfin Sodium,yes,yes,Lyophilized powder,Not reported,Not reported
oral,14.07.2014,2014,authorised,PMDA,approved,28.04.2015,2015,Diseases of the digestive system,000216189.pdf,Small molecule,Irribow,Diarrhea-predominant irritable bowel syndrome,<Irritable Bowel Syndrome>,yes,Male patients with Diarrhea-predominant irritable bowel syndrome,<Diarrhea-predominant irritable bowel syndrome>,Astellas Pharma Inc.,Astellas,000216189,Ramosetron Hydrochloride,yes,no,tablet,Not reported,Not reported
subcutaneous,26.04.2023,2023,authorised,PMDA,approved,22.02.2024,2024,Diseases of the respiratory system,000271106.pdf,Biologics,Fasenra,Bronchial asthma (only for patients with intractable bronchial asthma uncontrolled on conventional therapy),<Bronchial Asthma>,yes,Bronchial asthma (only for patients with intractable bronchial asthma uncontrolled on conventional therapy),<Bronchial Asthma>,AstraZeneca K.K.,AstraZeneca,000271106,Benralizumab,yes,no,injection,Not reported,Not reported
intravenous,19.04.2021,2021,authorised,PMDA,approved,26.11.2021,2021,Diseases of the nervous system,000252640.pdf,Biologics,Vyvgart,Generalized myasthenia gravis,<Myasthenia Gravis>,no,Generalized myasthenia gravis,<Myasthenia Gravis>,Argenx Japan K.K.,Argenx,000252640,Efgartigimod Alfa,no,yes,solution,Not reported,NA
oral,16.01.2020,2020,authorised,PMDA,approved,29.10.2020,2020,"Endocrine, nutritional, and metabolic diseases; Diseases of the circulatory system",000246621.pdf,Small molecule,Forxiga,Chronic heart failure,<Heart Failure>,yes,Chronic heart failure,<Heart Failure>,AstraZeneca K.K.,AstraZeneca,000246621,Dapagliflozin,no,no,tablet,Not reported,NA
oral,28.05.2018,2018,authorised,PMDA,approved,29.11.2018,2018,Neoplasms; Diseases of the respiratory system,000235181.pdf,Small molecule,Vizimpro,"EGFR mutation-positive, unresectable or recurrent non-small cell lung cancer",<Non-Small Cell Lung Carcinoma>,no,"EGFR mutation-positive, unresectable or recurrent non-small cell lung cancer",<Non-Small Cell Lung Carcinoma>,Pfizer Japan Inc.,Pfizer,000235181,Dacomitinib,no,no,tablet,Not reported,NA
oral,24.04.2019,2019,authorised,PMDA,approved,29.11.2019,2019,"Endocrine, nutritional, and metabolic diseases",000241166.pdf,Small molecule,Orkedia,Hypercalcaemia in patients with parathyroid carcinoma and hypercalcaemia in patients with primary hyperparathyroidism who are unable to undergo parathyroidectomy or patients with recurrent primary hyperparathyroidism after parathyroidectomy,"<Hypercalcemia>; <Parathyroid Neoplasms>; <Hyperparathyroidism, Primary>",yes,Hypercalcaemia in patients with parathyroid carcinoma and hypercalcaemia in patients with primary hyperparathyroidism who are unable to undergo parathyroidectomy or patients with recurrent primary hyperparathyroidism after parathyroidectomy,"<Parathyroid Neoplasms>; <Hyperparathyroidism, Primary>","Kyowa Kirin Co., Ltd.",Kyowa Kirin,000241166,Evocalcet,yes,yes,tablet,Not reported,Not reported
intravenous,07.03.2017,2017,authorised,PMDA,approved,08.09.2017,2017,Neoplasms; Diseases of the skin,000233296.pdf,Biologics,Bavencio,Unresectable Merkel cell carcinoma,<Merkel Cell Carcinoma>,no,Unresectable Merkel cell carcinoma,<Merkel Cell Carcinoma>,"Merck Serono Co., Ltd.",Merck,000233296,Avelumab,no,yes,injection,Not reported,NA
oral,06.12.2012,2012,authorised,PMDA,approved,13.03.2013,2013,Infectious and parasitic diseases,000205730.pdf,Small molecule,Stribild,HIV-1 infection,<Acquired Immunodeficiency Syndrome>,no,HIV-1 infection,<HIV Infections>,Japan Tobacco Inc.,Japan Tobacco,000205730,Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Disoproxil Fumarate,no,yes,tablet,Not reported,NA
intravenous,29.06.2021,2021,authorised,PMDA,approved,19.07.2021,2021,Infectious and parasitic diseases,000244787.pdf,Biologics,Ronapreve,Treatment of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,no,Treatment of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000244787,Casirivimab and Imdevimab,no,no,solution,Not reported,NA
oral,28.11.2006,2006,authorised,PMDA,approved,27.10.2008,2008,Diseases of the skin; Diseases of the genitourinary system,000153525.pdf,Small molecule,Remitch,Improvement of pruritus in hemodialysis patients (for use only when conventional treatments are not sufficiently effective),<Pruritus>,no,Improvement of intractable pruritus in hemodialysis patients,<Pruritus>,"Toray Industries, Inc.",Toray,000153525,Nalfurafine Hydrochloride,no,no,capsule,Not reported,NA
intramuscular,05.02.2021,2021,authorised,PMDA,approved,20.05.2021,2021,Infectious and parasitic diseases,000250094.pdf,Vaccine,Vaxzevria,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,AstraZeneca K.K.,AstraZeneca,000250094,COVID-19 (SARS-CoV-2) Vaccine,no,no,injection,Not reported,NA
oral,28.10.2022,2022,authorised,PMDA,approved,21.08.2023,2023,"Diseases of the genitourinary system; Endocrine, nutritional, and metabolic diseases",000271700.pdf,Small molecule,Phozevel,Improvement of hyperphosphatemia in patients with chronic kidney disease on dialysis,<Hyperphosphatemia>; <Chronic Kidney Disease>,no,Improvement of hyperphosphatemia in patients with chronic kidney disease on dialysis,<Hyperphosphatemia>; <Chronic Kidney Disease>,"Kyowa Kirin Co., Ltd.",Kyowa Kirin,000271700,Tenapanor Hydrochloride,no,no,tablet,Not reported,NA
intravenous,06.10.2016,2016,authorised,PMDA,approved,24.11.2016,2016,Neoplasms; Diseases of the respiratory system,000226880.pdf,Biologics,Keytruda,"Unresectable, advanced or recurrent PD-L1 positive non-small cell lung cancer",<Non-Small-Cell Lung Carcinoma>,yes,"Unresectable, advanced or recurrent non-small cell lung cancer",<Non-Small Cell Lung Carcinoma>,MSD K.K.,MSD,000226880,Pembrolizumab,yes,no,Injection,Not reported,Not reported
subcutaneous,25.08.2016,2016,authorised,PMDA,approved,10.04.2017,2017,Diseases of the musculoskeletal system and connective tissue,000224729.pdf,Biologics,Actemra,Treatment of rheumatoid arthritis with an inadequate response to existing therapies (including the inhibition of progression of structural joint damage),<Rheumatoid Arthritis>,yes,Treatment of rheumatoid arthritis with an inadequate response to existing therapies (including the inhibition of progression of structural joint damage),<Rheumatoid Arthritis>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000224729,Tocilizumab,yes,no,injection,Not reported,Not reported
oral,17.11.2017,2017,authorised,PMDA,approved,11.05.2018,2018,Neoplasms; Diseases of the respiratory system,000237219.pdf,Small molecule,Mekinist,Unresectable Malignant melanoma with BRAF mutations; Unresectable advanced or recurrent non-small cell lung cancer with BRAF mutations,<Melanoma>; <Lung Neoplasms>,yes,Unresectable Malignant melanoma with BRAF mutations,<Melanoma>,Novartis Pharma K.K.,Novartis,000237219,Trametinib Dimethyl Sulfoxide,yes,yes,tablet,Not reported,Not reported
intravenous,11.07.2017,2017,authorised,PMDA,approved,23.05.2018,2018,Diseases of the blood and blood-forming organs,000238159.pdf,Biologics,Refixia,Control of bleeding tendency in patients with factor IX deficiency,<Factor IX Deficiency>,no,Control of bleeding tendency in patients with factor IX deficiency,<Factor IX Deficiency>,Novo Nordisk Pharma Ltd.,Novo Nordisk,000238159,Nonacog Beta Pegol,no,no,Powder,Not reported,NA
oral,22.04.2021,2021,authorised,PMDA,approved,25.02.2022,2022,Diseases of the nervous system,000252828.pdf,Small molecule,Dysval,Tardive dyskinesia,<Tardive Dyskinesia>,no,Tardive dyskinesia,<Tardive Dyskinesia>,Mitsubishi Tanabe Pharma Corporation,Mitsubishi Tanabe,000252828,Valbenazine Tosilate,no,no,capsule,Not reported,NA
