Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
"224092, 224093",pm-2021-01645-1-2,gardasil 9,"human papillomavirus 9-valent vaccine, recombinant",merck sharp & dohme (australia) pty ltd,vaccine,suspension,intramuscular,approved,authorised,06.04.2023,2023,no,yes,"prevention of oropharyngeal and other head and neck cancers caused by human papillomavirus (hpv) types 6, 11, 16, 18, 31, 33, 45, 52 and 58","prevention of anal cancer, precancerous or dysplastic lesions, external genital lesions, and infection caused by human papillomavirus (hpv) types 6, 11, 16, 18, 31, 33, 45, 52 and 58 in males aged 9 to 45 years",neoplasms; infectious and parasitic diseases,01.06.2021,2021,yes,,auspar-gardasil-9-230831.pdf,TGA
232028,pm-2017-04349-1-5,nucala,mepolizumab,glaxosmithkline australia pty ltd,biologics,powder,subcutaneous,approved,authorised,24.01.2019,2019,yes,yes,add-on treatment for relapsing or refractory eosinophilic granulomatosis with polyangiitis (egpa) in patients aged 6 years and over.,relapsed or refractory eosinophilic granulomatosis with polyangiitis (egpa) in adult patients aged 18 years and over.,neoplasms; diseases of the respiratory system,02.01.2018,2018,yes,,auspar-mepolizumab-191024.pdf,TGA
215551 and 215552,pm-2013-02802-1-5,"abasria, abasria kwikpen",insulin glargine,eli lilly australia pty ltd,biologics,solution,subcutaneous,approved,authorised,10.11.2014,2014,no,no,once-daily subcutaneous treatment of type 1 diabetes in adults and children and type 2 diabetes mellitus in adults who require insulin for the control of hyperglycaemia,"insulin glargine an insulin analogue indicated for once-daily subcutaneous administration in the treatment of type 1 diabetes mellitus, in adults and children and type 2 diabetes mellitus in adults who require insulin for the control of hyperglycaemia","endocrine, nutritional, and metabolic diseases",01.10.2013,2013,no,na,auspar-insulin-glargine-150828.pdf,TGA
222237,pm-2014-00341-1-4,akynzeo,netupitant/palonosetron,mundipharma pty ltd,small molecule,capsule,oral,approved,authorised,04.05.2015,2015,no,no,prevention of acute and delayed nausea and vomiting associated with initial and repeat courses of highly and moderately emetogenic cancer chemotherapy.,prevention of acute and delayed nausea and vomiting associated with initial and repeat courses of highly and moderately emetogenic cancer chemotherapy.,neoplasms,,,no,na,auspar-netupitant-161028.pdf,TGA
277278; 277279,pm-2016-02101-1-5,cinqair / cinqaero,reslizumab,teva pharma australia pty ltd,biologics,solution,intravenous,approved,authorised,17.07.2017,2017,no,no,add on treatment in adult patients with severe eosinophilic asthma,add on therapy in adult patients with severe eosinophilic asthma inadequately controlled despite medium to high dose inhaled corticosteroids in combination with at least another controller,diseases of the respiratory system,29.07.2016,2016,no,na,auspar-reslizumab-180605.pdf,TGA
,pm-2009-00158-3-5,"galvus, xiliarx",vildagliptin,novartis pharmaceuticals australia pty ltd,small molecule,tablet,oral,approved,authorised,23.02.2010,2010,no,no,"treatment of diabetes mellitus type 2 in persons 18 years of age and older, as an adjunct to diet and exercise to improve glycaemic control in patients with type 2 diabetes with one of metformin, a sulfonylurea or pioglitazone when diet, exercise and the single agent do not result in adequate glycaemic control.","treatment of diabetes mellitus type 2 in persons 18 years of age and older, as an adjunct to diet and exercise to improve glycaemic control in patients with type 2 diabetes with one of metformin, a sulfonylurea or pioglitazone when diet, exercise and the single agent do not result in adequate glycaemic control.","endocrine, nutritional, and metabolic diseases",,,yes,,auspar-galvus.pdf,TGA
200941 and 200948,pm-2012-02297-3-1,"lemtrada, remniq",alemtuzumab,sanofi-aventis australia pty ltd,biologics,solution,intravenous,approved,authorised,11.12.2013,2013,no,yes,treatment of patients with relapsing forms of multiple sclerosis (ms) to slow the accumulation of physical disability and reduce the frequency of clinical relapses.,treatment of relapsing forms of multiple sclerosis (ms) for patients with active disease defined by clinical or imaging features to slow the accumulation of physical disability and reduce the frequency of clinical relapses.,diseases of the nervous system,,,no,na,auspar-alemtuzumab-140204.pdf,TGA
229773,pm-2014-03155-1-2,zevtera,ceftobiprole medocaril sodium,jace pharma pty ltd,small molecule,powder,intravenous,approved,authorised,02.11.2015,2015,no,no,treatment of infections in adult patients with hospital-acquired pneumonia (excluding ventilator-associated pneumonia) or community-acquired pneumonia (cap).,"treatment of hospital-acquired pneumonia (hap), excluding ventilator-associated pneumonia (vap), and community-acquired pneumonia (cap) in adults.",diseases of the respiratory system; infectious and parasitic diseases,,,no,na,auspar-ceftobiprole-medocaril-sodium-160208.pdf,TGA
"259539, 259692, 259672",pm-2015-01909-1-3,ephedrine hydrochloride sxp / ephedrine hydrochloride rmb / ephedrine hydrochloride ajs,ephedrine hydrochloride,southern cross pharma pty ltd,small molecule,solution,intravenous,approved,authorised,06.10.2016,2016,no,no,treatment of shock unresponsive to fluid replacement; treatment of hypotension secondary to spinal anaesthesia,treatment of hypotension secondary to spinal anaesthesia,diseases of the circulatory system,,,yes,,auspar-ephedrine-hydrochloride-171013.pdf,TGA
"210521, 210519, 210523, 210525, 210522, 210524, 210520",pm-2013-01157-1-4,eloctate,efmoroctocog alfa,biogen idec australia pty ltd,biologics,powder,intravenous,approved,authorised,18.06.2014,2014,yes,no,control and prevention of bleeding episodes; routine prophylaxis to prevent or reduce the frequency of bleeding episodes; perioperative management in adults and children with haemophilia a,control and prevention of bleeding episodes; routine prophylaxis to prevent or reduce the frequency of bleeding episodes; perioperative management in adults and children with haemophilia a,diseases of the blood and blood-forming organs,,,no,na,auspar-efmoroctocog-alfa-rhu-150317.pdf,TGA
"198654, 198655, 235759, 267390, 269661",pm-2015-00399-1-5,kalydeco,ivacaftor,vertex pharmaceuticals australia pty ltd,small molecule,tablet,oral,approved,authorised,05.02.2016,2016,no,yes,treatment of cystic fibrosis (cf) in patients aged 6 years and older who have an r117h mutation in the cftr gene,treatment of cystic fibrosis (cf) in patients aged 6 years and older who have an r117h mutation in the cftr gene,"diseases of the respiratory system; endocrine, nutritional, and metabolic diseases",29.03.2016,2016,no,na,auspar-ivacaftor-170105.pdf,TGA
353081,pm-2021-00038-1-4,trodelvy,sacituzumab govitecan,gilead sciences pty ltd,biologics,powder,intravenous,approved,authorised (under additional monitoring),03.09.2021,2021,no,no,treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mtnbc) who have received at least two prior therapies,"treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mtnbc) who have received at least two prior systemic therapies, including at least one prior therapy for locally advanced or metastatic disease",neoplasms,24.02.2021,2021,no,na,auspar-sacituzumab-govitecan-220329.pdf,TGA
"91161, 98100, 98111, 98115, 98117",pm-2015-01524-1-3 and pm-2015-01525-1-3,ezetrol and vytorin,ezetimibe,merck sharp & dohme australia pty ltd,small molecule,capsule,oral,approved,authorised,17.01.2017,2017,no,yes,prevention of cardiovascular disease in patients with coronary heart disease (chd),prevention of cardiovascular disease in patients with coronary heart disease (chd),diseases of the circulatory system,11.08.2016,2016,yes,,auspar-ezetrol-vytorin-170626.pdf,TGA
"285815, 285816, 285817, 285818",pm-2017-00695-1-3,truxima; ritemvia,rituximab,celltrion healthcare pty ltd,biologics,concentrate,intravenous,approved,authorised,16.02.2017,2017,no,no,non-hodgkin’s lymphoma (nhl); chronic lymphocytic leukaemia (cll); rheumatoid arthritis (ra); granulomatosis with polyangiitis (wegener’s) (gpa) and microscopic polyangiitis (mpa),non-hodgkin’s lymphoma (nhl); chronic lymphocytic leukaemia (cll); rheumatoid arthritis (ra); granulomatosis with polyangiitis (wegener’s) (gpa) and microscopic polyangiitis (mpa),neoplasms; diseases of the blood and blood-forming organs; diseases of the musculoskeletal system and connective tissue,31.03.2017,2017,no,na,auspar-rituximab-190813.pdf,TGA
,,prograf -xl,tacrolimus,janssen -cilag pty ltd,small molecule,capsule,oral,approved,authorised,19.03.2010,2010,no,no,"as an adjunct to liver, kidney, lung or heart allograft transplantation in adults and children","as an adjunct to liver, kidney, lung or heart allograft transplantation in adults and children",diseases of the genitourinary system; diseases of the circulatory system; diseases of the respiratory system,,,yes,,auspar-prograf-xl.pdf,TGA
"213938, 213939, 213940 and 213941",pm-2013-02226-1-4,nuwiq,simoctocog alfa,octapharma australia pty ltd,biologics,powder,intravenous,approved,authorised,05.11.2014,2014,no,no,treatment and prophylaxis of bleeding (also during and after surgery) in patients with haemophilia a (congenital fviii deficiency).,treatment and prophylaxis of bleeding (also during and after surgery) in previously treated paediatric (≥ 2 years) and adult patients with haemophilia a (congenital fviii deficiency).,diseases of the blood and blood-forming organs,,,yes,,auspar-simoctocog-alfa-rhu-160607.pdf,TGA
"201484, 201485, 201486",pm-2012-02743 -3-5,signifor,pasireotide,novartis pharmaceuticals australia pty ltd,peptides and proteins,solution,subcutaneous,approved,authorised,28.10.2013,2013,yes,no,the treatment of patients with cushing’s disease for whom medical therapy is appropriate,the treatment of patients with cushing’s disease for whom medical therapy is appropriate,"endocrine, nutritional, and metabolic diseases",,,no,na,auspar-pasireotide-diaspartate-140327.pdf,TGA
244892,pm-2015-01533-1-2,flumist quadrivalent,influenza virus,astrazeneca pty ltd,vaccine,spray,nasal,approved,authorised,12.10.2016,2016,no,no,prevention of influenza in children and adolescents from 24 months to less than 18 years of age,prevention of influenza in children and adolescents from 24 months to less than 18 years of age,infectious and parasitic diseases,,,yes,,auspar-influenza-virus-171106.pdf,TGA
"266773, 283228, 288527",pm-2021-02664-1-6,kyprolis,carfilzomib,amgen australia pty ltd,small molecule,lyophilized powder,intravenous,approved,authorised,17.02.2023,2023,no,yes,treatment of patients with relapsed or refractory multiple myeloma who have received at least one prior therapy,"treatment of patients with relapsed or refractory multiple myeloma who have received at least one prior therapy as part of combination therapy with dexamethasone, lenalidomide and dexamethasone, daratumumab and dexamethasone, or isatuximab and dexamethasone",neoplasms; diseases of the blood and blood-forming organs,02.08.2021,2021,no,na,auspar-kyprolis-240909.pdf,TGA
"394065, 394067, 394068 and 394066",pm-2022-03458-1-6,alhemo,concizumab,novo nordisk pharmaceuticals pty ltd,biologics,solution,subcutaneous,approved,authorised (under additional monitoring),03.07.2023,2023,yes,no,routine prophylaxis to prevent or reduce the frequency of bleeding in patients ≥ 12 years of age with haemophilia b (congenital factor ix deficiency) with fix inhibitors.,prophylaxis to prevent or reduce the frequency of bleeding in patients at least 12 years of age who have haemophilia b (congenital factor ix deficiency) with fix inhibitors.,diseases of the blood and blood-forming organs,23.09.2022,2022,no,na,auspar-alhemo-240308.pdf,TGA
235737,pm-2015-00418-1-4,zykadia,ceritinib,novartis pharmaceuticals aust pty ltd,small molecule,capsule,oral,approved,authorised,29.03.2016,2016,yes,no,treatment of adult patients with alk-positive locally advanced or metastatic non-small cell lung cancer (nsclc) previously treated with an alk-inhibitor.,treatment of adult patients with alk-positive locally advanced or metastatic non-small cell lung cancer (nsclc) whose disease has progressed on or who are intolerant of crizotinib.,neoplasms; diseases of the respiratory system,30.04.2015,2015,no,na,auspar-zykadia-270218.pdf,TGA
180859 and 180860,pm-2012-03146-1-5,eylea,aflibercept,bayer australia ltd,biologics,solution,intravitreal,approved,authorised,07.11.2013,2013,no,yes,treatment of visual impairment due to macular oedema secondary to central retinal vein occlusion (crvo),treatment of visual impairment due to macular oedema secondary to central retinal vein occlusion (crvo),diseases of the eye and adnexa,,,no,na,auspar-aflibercept-rch-140804.pdf,TGA
