Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
oral,,,authorised,fda,approved,22.01.2021,2021,"diseases of the nervous system; mental and behavioural disorders; endocrine, nutritional, and metabolic diseases",<narcolepsy>; <attention deficit disorder with hyperactivity>; <obesity>,,small molecule,amphetamine sulfate,"indications and usage amphetamine sulfate tablets are indicated for: narcolepsy attention deficit disorder with hyperactivity as an integral part of a total treatment program which typically includes other remedial measures (psychological, educational, social) for a stabilizing effect in children with behavioral syndrome characterized by the following group of developmentally inappropriate symptoms: moderate to severe distractibility, short attention span, hyperactivity, emotional lability, and impulsivity. the diagnosis of the syndrome should not be made with finality when these symptoms are only of comparatively recent origin. nonlocalizing (soft) neurological signs, learning disability, and abnormal eeg may or may not be present, and a diagnosis of central nervous system dysfunction may or not be warranted. exogenous obesity as a short-term (a few weeks) adjunct in a regimen of weight reduction based on caloric restriction for patients refractory to alternative therapy, e.g., repeated diets, group programs, and other drugs. the limited usefulness of amphetamines ( see clinical pharmacology ) should be weighed against possible risks inherent in use of the drug, such as those described below.",,,,specgx llc,specgx,anda213583,amphetamine sulfate,yes,no,tablet,,no,FDA
topical,,,discontinued,fda,approved,04.10.2021,2021,,,,small molecule,oxymetazoline hydrochloride,,,,,taro,taro,anda213584,oxymetazoline hydrochloride,yes,no,cream,,no,FDA
injection,,,authorised,fda,approved,16.07.2020,2020,,,,small molecule,milrinone lactate in dextrose 5% in plastic container,,,,,gland,gland,anda213585,milrinone lactate,yes,no,injectable,,no,FDA
oral,,,none (conditional marketing authorisation),fda,conditional marketing authorisation,21.10.2024,2024,,,,small molecule,brexpiprazole,,,,,prinston pharma inc,prinston,anda213587,brexpiprazole,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,21.08.2020,2020,,,,small molecule,potassium chloride,,,,,breckenridge,breckenridge,anda213588,potassium chloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,31.08.2020,2020,,,,small molecule,chlorpromazine hydrochloride,,,,,appco,appco,anda213590,chlorpromazine hydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,04.06.2020,2020,,,,small molecule,zolpidem tartrate,,,,,breckenridge,breckenridge,anda213592,zolpidem tartrate,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,05.01.2022,2022,,,,small molecule,oseltamivir phosphate,,,,,sunshine,sunshine,anda213594,oseltamivir phosphate,yes,no,suspension,,no,FDA
oral,,,discontinued,fda,approved,30.07.1998,1998,,,,small molecule,"butalbital, acetaminophen and caffeine",,,,,watson labs,watson,anda040267,acetaminophen,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,30.05.2007,2007,,,,small molecule,azithromycin,,,,,norvium bioscience,norvium,anda065365,azithromycin,yes,no,tablet,,no,FDA
ophthalmic,,,authorised,fda,approved,01.08.2024,2024,infectious and parasitic diseases; diseases of the eye and adnexa,<conjunctivitis>; <corneal ulcer>,,small molecule,ofloxacin,indications and usage ofloxacin ophthalmic solution is indicated for the treatment of infections caused by susceptible strains of the following bacteria in the conditions listed below: ___________________________________________________________________________ conjunctivitis: gram-positive bacteria: gram-negative bacteria: staphylococcus aureus enterobacter cloacae staphylococcus epidermidis haemophilus influenzae streptococcus pneumoniae proteus mirabilis pseudomonas aeruginosa corneal ulcers: gram-positive bacteria: gram-negative bacteria: staphylococcus aureus pseudomonas aeruginosa staphylococcus epidermidis serratiamarcescens* streptococcus pneumoniae anaerobic species: propionibacterium acnes __________________________________________________________________________ *efficacy for this organism was studied in fewer than 10 infections,,,,somerset,somerset,anda213597,ofloxacin,yes,no,solution; drops,,no,FDA
oral,,,authorised,fda,approved,13.05.2020,2020,,,,small molecule,celecoxib,,,,,nanjing,not reported,anda213598,celecoxib,yes,no,capsule,,no,FDA
injection,,,authorised,fda,approved,09.05.2024,2024,,,,peptides and proteins,eptifibatide,,,,,meitheal,not reported,anda213599,eptifibatide,yes,no,injectable,,no,FDA
topical,,,authorised,fda,approved,21.05.2021,2021,,,,small molecule,ketoconazole,,,,,xiromed,xiromed,anda213601,ketoconazole,yes,no,aerosol; foam,,no,FDA
,,,none (conditional marketing authorisation),fda,conditional marketing authorisation,08.05.2024,2024,,,,,,,,,,macleods pharms ltd,macleods,anda213602,,yes,no,,,,FDA
oral,,,authorised,fda,approved,17.08.2020,2020,diseases of the nervous system; infectious and parasitic diseases,<postherpetic neuralgia>; <epilepsy>,,small molecule,gabapentin,"gabapentin is indicated for: management of postherpetic neuralgia in adults adjunctive therapy in the treatment of partial onset seizures, with and without secondary generalization, in adults and pediatric patients 3 years and older with epilepsy",,,,zhejiang yongtai,yongtai,anda213603,gabapentin,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,22.08.2024,2024,diseases of the circulatory system,<heart failure>,,small molecule,sacubitril and valsartan,"1 indications and usage sacubitril and valsartan tablets are a combination of sacubitril, a neprilisin inhibitor, and valsartan, an angiotensin ii receptor blocker, and is indicated: to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. ( 1.1 ) for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduces nt-probnp and is expected to improve cardiovascular outcomes. ( 1.2 ) 1.1 adult heart failure sacubitril and valsartan tablets are indicated to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. lvef is a variable measure, so use clinical judgment in deciding whom to treat [see clinical studies ( 14.1 )] . 1.2 pediatric heart failure sacubitril and valsartan tablets are indicated for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduces nt-probnp and is expected to improve cardiovascular outcomes.",,,,torrent,torrent,anda213604,sacubitril,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,28.05.2024,2024,diseases of the circulatory system,<heart failure>,,small molecule,sacubitril and valsartan,"1 indications and usage sacubitril and valsartan tablets are a combination of sacubitril, a neprilysin inhibitor, and valsartan, an angiotensin ii receptor blocker, and are indicated: to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. (1.1) for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduces nt-probnp and is expected to improve cardiovascular outcomes. (1.2) 1.1 adult heart failure sacubitril and valsartan tablets are indicated to reduce the risk of cardiovascular death and hospitalization for heart failure in adult patients with chronic heart failure. benefits are most clearly evident in patients with left ventricular ejection fraction (lvef) below normal. lvef is a variable measure, so use clinical judgment in deciding whom to treat [see clinical studies (14.1)] . 1.2 pediatric heart failure sacubitril and valsartan tablets are indicated for the treatment of symptomatic heart failure with systemic left ventricular systolic dysfunction in pediatric patients aged one year and older. sacubitril and valsartan tablets reduces nt-probnp and is expected to improve cardiovascular outcomes.",,,,crystal,not reported,anda213605,sacubitril,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,11.08.2021,2021,,,,small molecule,paroxetine hydrochloride,,,,,epic pharma llc,epic,anda213612,paroxetine hydrochloride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,conditional marketing authorisation,17.12.2021,2021,,,,small molecule,eluxadoline,,,,,"ascend laboratories, ltd",ascend,anda213613,eluxadoline,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,30.05.2007,2007,,,,small molecule,azithromycin,,,,,extrovis,not reported,anda065366,azithromycin,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,09.09.2020,2020,,,,small molecule,alosetron hydrochloride,,,,,mankind pharma,mankind,anda213614,alosetron hydrochloride,yes,no,tablet,,no,FDA
topical,,,authorised,fda,approved,10.11.2020,2020,diseases of the skin,<dermatitis>,,small molecule,triamcinolone acetonide,"indications and usage triamcinolone acetonide ointment, usp 0.05% is indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.",,,,cintex svcs,cintex,anda213619,triamcinolone acetonide,yes,no,ointment,,no,FDA
oral,,,discontinued,fda,approved,04.12.2020,2020,diseases of the nervous system,<huntington disease>,,small molecule,tetrabenazine,1 indications and usage tetrabenazine tablets are indicated for the treatment of chorea associated with huntington’s disease. tetrabenazine is a vesicular monoamine transporter 2 (vmat) inhibitor indicated for the treatment of chorea associated with huntington’s disease. ( 1 ),,,,ajanta pharma ltd,ajanta,anda213621,tetrabenazine,yes,no,tablet,,no,FDA
intravenous,,,authorised,fda,approved,29.06.2021,2021,,,,peptides and proteins,daptomycin,,,,,meitheal,meitheal,anda213623,daptomycin,yes,no,powder,,no,FDA
injection,,,authorised,fda,approved,28.09.2021,2021,,,,small molecule,prochlorperazine edisylate,,,,,viwit pharm,viwit,anda213626,prochlorperazine edisylate,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,13.01.2025,2025,,,,small molecule,sacubitril and valsartan,,,,,dr reddys,dr reddys,anda213627,sacubitril,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,28.06.2021,2021,infectious and parasitic diseases; diseases of the respiratory system; diseases of the skin; diseases of the genitourinary system; diseases of the circulatory system,<respiratory tract infections>; <listeriosis>; <pertussis>; <diphtheria>; <erythrasma>; <intestinal amebiasis>; <pelvic inflammatory disease>; <conjunctivitis>; <pneumonia>; <urogenital infections>; <urethritis>; <syphilis>; <legionnaires' disease>; <rheumatic fever>,,small molecule,erythromycin,"indications & usage to reduce the development of drug-resistant bacteria and maintain the effectiveness of erythromycin tablets and other antibacterial drugs, erythromycin tablets should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. when culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. in the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy. erythromycin tablets are indicated in the treatment of infections caused by susceptible strains of the designated microorganisms in the diseases listed below: upper respiratory tract infections of mild to moderate degree caused by streptococcus pyogenes ; streptococcus pneumoniae ; haemophilus influenzae (when used concomitantly with adequate doses of sulfonamides, since many strains of h. influenzae are not susceptible to the erythromycin concentrations ordinarily achieved). (see appropriate sulfonamide labeling for prescribing information.) lower respiratory tract infections of mild to moderate severity caused by streptococcus pyogenes or streptococcus pneumoniae . listeriosis caused by listeria monocytogenes . respiratory tract infections due to mycoplasma pneumoniae . skin and skin structure infections of mild to moderate severity caused by streptococcus pyogenes or staphylococcus aureus (resistant staphylococci may emerge during treatment). pertussis (whooping cough) caused by bordetella pertussis . erythromycin is effective in eliminating the organism from the nasopharynx of infected individuals, rendering them noninfectious. some clinical studies suggest that erythromycin may be helpful in the prophylaxis of pertussis in exposed susceptible individuals. diphtheria: infections due to corynebacterium diphtheriae , as an adjunct to antitoxin, to prevent establishment of carriers and to eradicate the organism in carriers. erythrasma: in the treatment of infections due to corynebacterium minutissimum . intestinal amebiasis caused by entamoeba histolytica (oral erythromycins only). extraenteric amebiasis requires treatment with other agents. acute pelvic inflammatory disease caused by neisseria gonorrhoeae : erythrocin™ lactobionate-i.v. (erythromycin lactobionate for injection, usp) followed by erythromycin base orally, as an alternative drug in treatment of acute pelvic inflammatory disease caused by n. gonorrhoeae in female patients with a history of sensitivity to penicillin. patients should have a serologic test for syphilis before receiving erythromycin as treatment of gonorrhea and a follow-up serologic test for syphilis after 3 months. erythromycins are indicated for treatment of the following infections caused by chlamydia trachomatis : conjunctivitis of the newborn, pneumonia of infancy, and urogenital infections during pregnancy. when tetracyclines are contraindicated or not tolerated, erythromycin is indicated for the treatment of uncomplicated urethral, endocervical, or rectal infections in adults due to chlamydia trachomatis. 3 when tetracyclines are contraindicated or not tolerated, erythromycin is indicated for the treatment of nongonococcal urethritis caused by ureaplasma urealyticum. 3 primary syphilis caused by treponema pallidum . erythromycin (oral forms only) is an alternative choice of treatment for primary syphilis in patients allergic to the penicillins. in treatment of primary syphilis, spinal fluid should be examined before treatment and as part of the follow-up after therapy. legionnaires' disease caused by legionella pneumophila . although no controlled clinical efficacy studies have been conducted, in vitro and limited preliminary clinical data suggest that erythromycin may be effective in treating legionnaires' disease. prophylaxis prevention of initial attacks of rheumatic fever penicillin is considered by the american heart association to be the drug of choice in the prevention of initial attacks of rheumatic fever (treatment of streptococcus pyogenes infections of the upper respiratory tract e.g., tonsillitis, or pharyngitis). 1 erythromycin is indicated for the treatment of penicillin-allergic patients. the therapeutic dose should be administered for ten days. .prevention of recurrent attacks of rheumatic fever penicillin or sulfonamides are considered by the american heart association to be the drugs of choice in the prevention of recurrent attacks of rheumatic fever. in patients who are allergic to penicillin and sulfonamides, oral erythromycin is recommended by the american heart association in the long-term prophylaxis of streptococcal pharyngitis (for the prevention of recurrent attacks of rheumatic fever). 1",,,,cadila pharms ltd,cadila,anda213628,erythromycin,yes,no,tablet,,no,FDA
