Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,DRUG_CODE
intramuscular;intradermal,30.09.2021,2021.0,authorised (under additional monitoring),TGA,approved,2022-10-06,2022,infectious and parasitic diseases; diseases of the nervous system,<rabies>,auspar-verorab-230427.pdf,vaccine,verorab,pre-exposure prophylaxis against rabies; post-exposure prophylaxis against rabies,no,pre-exposure and post-exposure prophylaxis against rabies in all age groups,<rabies>,sanofi-aventis australia pty ltd,sanofi-aventis,371727,inactivated rabies virus,yes,no,powder; solvent,pm-2021-03191-1-2,,
intramuscular,28.04.2017,2017.0,authorised,TGA,approved,2018-05-23,2018,infectious and parasitic diseases,<influenza>,auspar-inactivated-split-influenza-vaccine-181104.pdf,vaccine,fluarix tetra,active immunisation of adults and children from 6 months of age for the prevention of influenza disease caused by the influenza virus types a and b contained in the vaccine.,yes,active immunisation of adults and children from 6 months of age for the prevention of influenza disease caused by the influenza virus types a and b contained in the vaccine.,<influenza>,glaxosmithkline australia pty ltd,glaxosmithkline,"200674, 210806 and 242512",inactivated split influenza vaccine,yes,no,suspension,pm-2017-01036-1-2,,
subcutaneous,09.01.2020,2020.0,authorised,EMA,approved,2020-10-15,2020,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",<hypercholesterolemia>; <dyslipidemias>,leqvio-epar-public-assessment-report_en.pdf,small molecule,leqvio,treatment for primary hypercholesterolaemia or mixed dyslipidaemia,no,hypercholesterolaemia and mixed dyslipidaemia,<hypercholesterolemia>; <dyslipidemias>,novartis europharm limited,novartis,ema/696912/2020,inclisiran,no,no,solution,emea/h/c/005333/0000,na,
subcutaneous,18.05.2020,2020.0,authorised,Swissmedic,approved,2021-09-09,2021,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",<hypercholesterolemia>; <dyslipidemias>,2024-09-13_swisspar_leqvio_fi_engl.pdf,small molecule,leqvio,hypercholesterolaemia and mixed dyslipidaemia,no,"inclisiran is intended for use in adults with hypercholesterolaemia (including heterozygous familial hypercholesterolaemia) or mixed dyslipidaemia, as an adjunct to diet.",<hypercholesterolemia>; <dyslipidemias>,novartis pharma schweiz ag,novartis,67836,inclisiran,no,no,solution,,na,
subcutaneous,30.09.2020,2020.0,authorised (under additional monitoring),TGA,approved,2021-09-14,2021,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",<heterozygous familial hypercholesterolemia>; <atherosclerosis>,auspar-inclisiran-220420.pdf,small molecule,leqvio,"as an adjunct to diet and exercise to reduce low-density lipoprotein cholesterol (ldl-c) in adults with heterozygous familial hypercholesterolaemia, atherosclerotic cardiovascular disease, or at high risk of a cardiovascular event: in combination with a statin or statin with other lipid-lowering therapies in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant.",no,"for adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet in combination with a statin or statin with other lipid-lowering therapies in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",<hypercholesterolemia>,novartis pharmaceuticals australia pty limited,novartis,342250,inclisiran,no,no,solution,pm-2020-04160-1-3,na,
intramuscular; intraglandular,30.11.2022,2022.0,authorised,TGA,approved,2023-11-21,2023,diseases of the nervous system; diseases of the musculoskeletal system and connective tissue,<neurologic manifestations>; <spasticity>,auspar-xeomin-240624.pdf,biologics,xeomin,chronic sialorrhea due to neurological/neurodevelopmental disorders; spasticity of the lower and/or upper limbs,yes,chronic sialorrhea due to neurological disorders; hemifacial spasm; spasticity of the lower and/or upper limbs,<chronic sialorrhea>; <hemifacial spasm>; <spasticity>,merz australia pty ltd,merz,"205507, 205508",incobotulinumtoxina,no,no,powder,pm-2022-03519-1-1,na,
inhalation,24.07.2009,2009.0,authorised,EMA,approved,2009-09-24,2009,diseases of the respiratory system,<chronic obstructive pulmonary disease>,hirobriz-breezhaler-epar-public-assessment-report_en.pdf,small molecule,hirobriz breezhaler,maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease (copd),no,maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease (copd),<chronic obstructive pulmonary disease>,novartis europharm ltd.,novartis,ema/814999/2009,indacaterol,no,no,powder,emea/h/c/001211,na,
inhalation,,,authorised,TGA,approved,2010-07-02,2010,diseases of the respiratory system,"<pulmonary disease, chronic obstructive>",auspar-onbrez.pdf,small molecule,onbrez breezhaler/arbeela breezhaler,"long-term, once-daily, maintenance bronchodilator treatment of airflow limitation in patients with chronic obstructive pulmonary disease (copd)",no,"long-term, once-daily, maintenance bronchodilator treatment of airflow limitation in patients with chronic obstructive pulmonary disease (copd)","<pulmonary disease, chronic obstructive>",novartis pharmaceuticals australia pty ltd,novartis,"160172, 160176, 160177 & 160178",indacaterol,no,no,powder; capsule,pm-2009-00350-3-5,na,
inhalation,31.07.2019,2019.0,authorised (under additional monitoring),TGA,approved,2020-07-16,2020,diseases of the respiratory system,<asthma>,auspar-indacaterol-as-acetate-mometasone-furoate-1201111.pdf,small molecule,atectura breezhaler,once-daily maintenance treatment of asthma in adults and adolescents 12 years of age and older where use of a combination of long-acting beta 2-agonist and inhaled corticosteroid is appropriate.,no,once-daily maintenance treatment of asthma in adults and adolescents 12 years of age and older where use of a combination of long-acting beta 2-agonist and inhaled corticosteroid is appropriate.,<asthma>,novartis pharmaceuticals australia pty ltd,novartis,"319074, 319075, 319076",indacaterol (as acetate) / mometasone furoate,no,no,powder,pm-2019-02513-1-5,na,
inhalation,08.03.2013,2013.0,authorised,EMA,approved,2013-07-25,2013,diseases of the respiratory system,<chronic obstructive pulmonary disease>,xoterna-breezhaler-epar-public-assessment-report_en.pdf,small molecule,xoterna breezhaler,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd).,no,once-daily maintenance bronchodilator treatment to relieve symptoms and reduce exacerbations in adult patients with chronic obstructive pulmonary disease (copd).,"<pulmonary disease, chronic obstructive>",novartis europharm ltd,novartis,ema/456924/2013,indacaterol / glycopyrronium bromide,no,no,powder; capsule,emea/h/c/003755/0000,na,
inhalation,03.05.2019,2019.0,authorised,EMA,approved,2020-04-30,2020,diseases of the respiratory system,<asthma>,enerzair-breezhaler-epar-public-assessment-report_en.pdf,small molecule,enerzair breezhaler,"once-daily maintenance treatment of asthma, and to reduce asthma exacerbations, in adults not adequately controlled with a maintenance combination of a long-acting beta2-agonist and an inhaled corticosteroid",no,"once-daily maintenance treatment of asthma, and to reduce asthma exacerbations, in adults not adequately controlled with a maintenance combination of a long-acting beta2-agonist and an inhaled corticosteroid",<asthma>,novartis europharm limited,novartis,ema/271332/2020,indacaterol / glycopyrronium bromide / mometasone,no,no,powder; capsule,emea/h/c/005061/0000,na,
inhalation,03.05.2019,2019.0,authorised,EMA,approved,2020-04-02,2020,diseases of the respiratory system,<asthma>,atectura-breezhaler-epar-public-assessment-report_en.pdf,small molecule,atectura breezhaler,once-daily maintenance treatment of asthma in adults and adolescents 12 years of age and older where use of a combination of long-acting beta2-agonist and inhaled corticosteroid is appropriate,no,once-daily maintenance treatment of asthma in adults and adolescents 12 years of age and older where use of a combination of long-acting beta2-agonist and inhaled corticosteroid is appropriate,<asthma>,novartis europharm limited,novartis,ema/206547/2020,indacaterol / mometasone furoate,no,no,powder,emea/h/c/005067/0000,na,
inhalation,,,authorised,TGA,approved,2014-03-14,2014,diseases of the respiratory system,<copd>,auspar-indacaterol-maleate-141023.pdf,small molecule,ultibro breezhaler,once daily maintenance bronchodilator treatment to relieve symptoms in patients with copd.,no,once daily maintenance bronchodilator treatment to relieve symptoms and reduce exacerbations in patients with copd.,<copd>,novartis pharmaceuticals australia pty ltd,novartis,206449,indacaterol maleate / glycopyrronium bromide,no,no,powder,pm-2012-04395-1-5,na,
inhalation,31.10.2016,2016.0,authorised,TGA,approved,2017-09-04,2017,diseases of the respiratory system,"<pulmonary disease, chronic obstructive>",auspar-indacaterol-maleate-glycopyrronium-bromide-180903.pdf,small molecule,ultibro breezhaler,once-daily maintenance bronchodilator treatment to relieve symptoms and prevent exacerbations in patients with chronic obstructive pulmonary disease (copd).,yes,once-daily maintenance bronchodilator treatment to relieve symptoms and prevent exacerbations in patients with chronic obstructive pulmonary disease (copd).,"<pulmonary disease, chronic obstructive>",novartis pharmaceuticals australia pty ltd,novartis,206449,indacaterol maleate/ glycopyrronium bromide,yes,no,powder,pm-2016-02734-1-5,,
inhalation,31.07.2019,2019.0,authorised (under additional monitoring),TGA,approved,2020-10-09,2020,diseases of the respiratory system,<asthma>,auspar-indacaterol-acetate-glycopyrronium-bromide-mometasone-furoate-210406.pdf,small molecule,enerzair breezhaler,maintenance treatment of asthma in adult patients not adequately controlled with a maintenance combination of a long-acting beta2-agonist and an inhaled corticosteroid who experienced one or more asthma exacerbations in the previous year.,no,maintenance treatment of asthma in adult patients not adequately controlled with a maintenance combination of a long-acting beta2-agonist and an inhaled corticosteroid.,<asthma>,novartis pharmaceuticals australia pty ltd,novartis,"319002, 319001","indacaterol, glycopyrronium, mometasone furoate",yes,no,powder,pm-2019-02514-1-5,,
inhalation,04.10.2012,2012.0,authorised,EMA,approved,2013-07-25,2013,diseases of the respiratory system,<chronic obstructive pulmonary disease>,ultibro-breezhaler-epar-public-assessment-report_en.pdf,small molecule,ultibro breezhaler,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd).,no,once-daily maintenance bronchodilator treatment to relieve symptoms and reduce exacerbations in adult patients with chronic obstructive pulmonary disease (copd).,"<pulmonary disease, chronic obstructive>",novartis europharm ltd,novartis,ema/chmp/296722/2013,indacaterol/glycopyrronium bromide,no,no,powder; capsule,emea/h/c/002679/0000,na,
intravenous,28.04.2021,2021.0,authorised,Swissmedic,approved,2023-04-24,2023,diseases of the circulatory system; diseases of the digestive system; diseases of the eye and adnexa,not reported,swisspar_verdye.pdf,small molecule,verdye,"diagnostic use only: cardiac, circulatory, and micro-circulatory diagnostics; liver function diagnostics; ophthalmic angiography diagnostics",no,"diagnostic use only: cardiac, circulatory, and micro-circulatory diagnostics; liver function diagnostics; ophthalmic angiography diagnostics",<heart diseases>; <liver diseases>,mediconsult ag,mediconsult,68489,indocyanine green,yes,no,powder,,na,
intravenous; interstitial,02.08.2021,2021.0,authorised,TGA,approved,2024-02-19,2024,neoplasms; diseases of the circulatory system; diseases of the digestive system,<neoplasms>,auspar-spy-agent-green-240808.pdf,small molecule,spy agent green,"visualisation of vessels, blood flow and tissue perfusion in adults and paediatric patients from one month of age and above; visualisation of extrahepatic biliary ducts in adults and children from 12 years of age and above; visualisation of lymph nodes and lymphatic vessels in women with cervical or uterine solid tumours for which lymphatic mapping is a component of intraoperative management",no,"visualisation of vessels, blood flow and tissue perfusion; visualisation of extrahepatic biliary ducts; visualisation of lymph nodes and lymphatic vessels during lymphatic mapping for cervical and uterine tumours",<cervical neoplasms>; <uterine neoplasms>,stryker australia pty ltd,stryker,369670,indocyanine green,yes,no,powder,pm-2021-02677-1-2,,
